t,air_temperature,humidity,ambient_CO2,Wind,PARi,,,MJ/m2,W/m2,ppfd(1.89換算)
,25.4,0.87,430,1.7,0.0,,2023/7/20 1:00,,0.0,0
,24.7,0.9,430,1.5,0.0,,2023/7/20 2:00,,0.0,0
,25.1,0.87,430,1.8,0.0,,2023/7/20 3:00,,0.0,0
,24.4,0.88,430,2.1,0.0,,2023/7/20 4:00,,0.0,0
,24.1,0.88,430,1.8,10.5,,2023/7/20 5:00,0.02,5.6,10.5
,24.6,0.86,430,1.7,136.5,,2023/7/20 6:00,0.26,72.2,136.5
,25.5,0.8,430,1.5,441.0,,2023/7/20 7:00,0.84,233.3,441
,27.2,0.73,430,1.6,834.8,,2023/7/20 8:00,1.59,441.7,834.75
,28.2,0.67,430,0.9,1176.0,,2023/7/20 9:00,2.24,622.2,1176
,29.5,0.64,430,2,1270.5,,2023/7/20 10:00,2.42,672.2,1270.5
,30.2,0.58,430,2.8,1564.5,,2023/7/20 11:00,2.98,827.8,1564.5
,28.9,0.61,430,3.9,1065.8,,2023/7/20 12:00,2.03,563.9,1065.75
,29.3,0.61,430,4.2,1139.3,,2023/7/20 13:00,2.17,602.8,1139.25
,29.7,0.65,430,3.5,1527.8,,2023/7/20 14:00,2.91,808.3,1527.75
,28.1,0.69,430,3.3,824.3,,2023/7/20 15:00,1.57,436.1,824.25
,28.2,0.66,430,3.6,803.3,,2023/7/20 16:00,1.53,425.0,803.25
,27.4,0.67,430,3.2,745.5,,2023/7/20 17:00,1.42,394.4,745.5
,26.1,0.74,430,2.8,336.0,,2023/7/20 18:00,0.64,177.8,336
,25,0.79,430,2.7,84.0,,2023/7/20 19:00,0.16,44.4,84
,24.5,0.83,430,2.4,0.0,,2023/7/20 20:00,0,0.0,0
,24.3,0.85,430,2.2,0.0,,2023/7/20 21:00,,0.0,0
,23.7,0.89,430,1.7,0.0,,2023/7/20 22:00,,0.0,0
,23.3,0.91,430,1.9,0.0,,2023/7/20 23:00,,0.0,0
,23.7,0.89,430,2.3,0.0,,2023/7/21 0:00,,0.0,0
,23.5,0.88,430,1.5,0.0,,2023/7/21 1:00,,0.0,0
,23.4,0.85,430,1.6,0.0,,2023/7/21 2:00,,0.0,0
,23.4,0.83,430,1.8,0.0,,2023/7/21 3:00,,0.0,0
,22.7,0.86,430,1.6,0.0,,2023/7/21 4:00,,0.0,0
,22.6,0.88,430,1.6,5.3,,2023/7/21 5:00,0.01,2.8,5.25
,23.5,0.84,430,1.8,84.0,,2023/7/21 6:00,0.16,44.4,84
,24.3,0.8,430,2,210.0,,2023/7/21 7:00,0.4,111.1,210
,25.3,0.78,430,2.2,488.3,,2023/7/21 8:00,0.93,258.3,488.25
,25.9,0.77,430,1.8,509.3,,2023/7/21 9:00,0.97,269.4,509.25
,27.4,0.73,430,1.5,609.0,,2023/7/21 10:00,1.16,322.2,609
,28.2,0.69,430,2.9,1197.0,,2023/7/21 11:00,2.28,633.3,1197
,29.2,0.64,430,3.3,1795.5,,2023/7/21 12:00,3.42,950.0,1795.5
,29,0.64,430,4.1,1470.0,,2023/7/21 13:00,2.8,777.8,1470
,28.5,0.67,430,3.1,1501.5,,2023/7/21 14:00,2.86,794.4,1501.5
,28,0.67,430,3.3,1391.3,,2023/7/21 15:00,2.65,736.1,1391.25
,28.3,0.65,430,3.7,929.3,,2023/7/21 16:00,1.77,491.7,929.25
,27.7,0.67,430,3.5,745.5,,2023/7/21 17:00,1.42,394.4,745.5
,26.4,0.72,430,3.4,367.5,,2023/7/21 18:00,0.7,194.4,367.5
,25.4,0.77,430,2.6,57.8,,2023/7/21 19:00,0.11,30.6,57.75
,24.7,0.8,430,2.2,0.0,,2023/7/21 20:00,0,0.0,0
,24.4,0.83,430,2.2,0.0,,2023/7/21 21:00,,0.0,0
,24,0.85,430,2,0.0,,2023/7/21 22:00,,0.0,0
,23.7,0.88,430,1.3,0.0,,2023/7/21 23:00,,0.0,0
,23.1,0.91,430,1.5,0.0,,2023/7/22 0:00,,0.0,0
,22.9,0.92,430,1.5,0.0,,2023/7/22 1:00,,0.0,0
,22.5,0.94,430,1.7,0.0,,2023/7/22 2:00,,0.0,0
,21.7,0.96,430,1.3,0.0,,2023/7/22 3:00,,0.0,0
,22,0.94,430,1.7,0.0,,2023/7/22 4:00,,0.0,0
,21.5,0.94,430,1.5,10.5,,2023/7/22 5:00,0.02,5.6,10.5
,22.8,0.92,430,0.7,178.5,,2023/7/22 6:00,0.34,94.4,178.5
,25,0.78,430,1.9,514.5,,2023/7/22 7:00,0.98,272.2,514.5
,26.1,0.73,430,1.4,840.0,,2023/7/22 8:00,1.6,444.4,840
,26.5,0.7,430,1.7,876.8,,2023/7/22 9:00,1.67,463.9,876.75
,27.2,0.69,430,1.8,987.0,,2023/7/22 10:00,1.88,522.2,987
,27.7,0.67,430,2,803.3,,2023/7/22 11:00,1.53,425.0,803.25
,29.3,0.63,430,2.6,1275.8,,2023/7/22 12:00,2.43,675.0,1275.75
,30.2,0.64,430,3.1,1811.3,,2023/7/22 13:00,3.45,958.3,1811.25
,28.9,0.62,430,3.3,1632.8,,2023/7/22 14:00,3.11,863.9,1632.75
,28.7,0.63,430,3.3,1386.0,,2023/7/22 15:00,2.64,733.3,1386
,28,0.66,430,3.8,1071.0,,2023/7/22 16:00,2.04,566.7,1071
,27.4,0.66,430,3,719.3,,2023/7/22 17:00,1.37,380.6,719.25
,26.3,0.71,430,2.7,351.8,,2023/7/22 18:00,0.67,186.1,351.75
,25.6,0.74,430,2.4,63.0,,2023/7/22 19:00,0.12,33.3,63
,24.8,0.79,430,2.7,0.0,,2023/7/22 20:00,0,0.0,0
,24.3,0.83,430,2.8,0.0,,2023/7/22 21:00,,0.0,0
,23.8,0.85,430,1.1,0.0,,2023/7/22 22:00,,0.0,0
,22.3,0.95,430,1.7,0.0,,2023/7/22 23:00,,0.0,0
,22.2,0.94,430,1.6,0.0,,2023/7/23 0:00,,0.0,0
,22.1,0.96,430,1.7,0.0,,2023/7/23 1:00,,0.0,0
,21.9,0.95,430,1.5,0.0,,2023/7/23 2:00,,0.0,0
,21.3,0.97,430,1.4,0.0,,2023/7/23 3:00,,0.0,0
,20.6,0.99,430,0.7,0.0,,2023/7/23 4:00,,0.0,0
,21.2,0.99,430,1.4,5.3,,2023/7/23 5:00,0.01,2.8,5.25
,22.7,0.96,430,0.7,168.0,,2023/7/23 6:00,0.32,88.9,168
,24.1,0.83,430,1.3,477.8,,2023/7/23 7:00,0.91,252.8,477.75
,25.9,0.72,430,1.3,845.3,,2023/7/23 8:00,1.61,447.2,845.25
,26.6,0.69,430,1.6,1354.5,,2023/7/23 9:00,2.58,716.7,1354.5
,28.6,0.66,430,2,1296.8,,2023/7/23 10:00,2.47,686.1,1296.75
,29.8,0.61,430,2.1,1685.3,,2023/7/23 11:00,3.21,891.7,1685.25
,29.7,0.53,430,1.6,1858.5,,2023/7/23 12:00,3.54,983.3,1858.5
,30.5,0.53,430,2.3,1758.8,,2023/7/23 13:00,3.35,930.6,1758.75
,30.8,0.58,430,2.4,1606.5,,2023/7/23 14:00,3.06,850.0,1606.5
,30.7,0.6,430,3.9,1365.0,,2023/7/23 15:00,2.6,722.2,1365
,30.1,0.6,430,3.5,1060.5,,2023/7/23 16:00,2.02,561.1,1060.5
,29.6,0.62,430,2.8,708.8,,2023/7/23 17:00,1.35,375.0,708.75
,28,0.65,430,3.3,346.5,,2023/7/23 18:00,0.66,183.3,346.5
,26.3,0.69,430,3.4,63.0,,2023/7/23 19:00,0.12,33.3,63
,25,0.73,430,2.4,0.0,,2023/7/23 20:00,0,0.0,0
,23.9,0.82,430,2.1,0.0,,2023/7/23 21:00,,0.0,0
,23.7,0.85,430,2.6,0.0,,2023/7/23 22:00,,0.0,0
,23.2,0.88,430,1.9,0.0,,2023/7/23 23:00,,0.0,0
,21.7,0.95,430,1.3,0.0,,2023/7/24 0:00,,0.0,0
,21.4,0.98,430,1.2,0.0,,2023/7/24 1:00,,0.0,0
,21.1,0.99,430,0.9,0.0,,2023/7/24 2:00,,0.0,0
,20.7,1,430,0.9,0.0,,2023/7/24 3:00,,0.0,0
,20.5,1,430,1.2,0.0,,2023/7/24 4:00,,0.0,0
,20.6,1,430,0.4,5.3,,2023/7/24 5:00,0.01,2.8,5.25
,21.9,1,430,0.1,157.5,,2023/7/24 6:00,0.3,83.3,157.5
,25.3,0.87,430,0.5,504.0,,2023/7/24 7:00,0.96,266.7,504
,26.5,0.76,430,1,855.8,,2023/7/24 8:00,1.63,452.8,855.75
,28.3,0.68,430,1.6,1202.3,,2023/7/24 9:00,2.29,636.1,1202.25
,30.2,0.63,430,1.8,1443.8,,2023/7/24 10:00,2.75,763.9,1443.75
,31.7,0.55,430,1.9,1690.5,,2023/7/24 11:00,3.22,894.4,1690.5
,33,0.5,430,3.5,1748.3,,2023/7/24 12:00,3.33,925.0,1748.25
,34.2,0.37,430,3.5,1737.8,,2023/7/24 13:00,3.31,919.4,1737.75
,34.7,0.36,430,2.4,1611.8,,2023/7/24 14:00,3.07,852.8,1611.75
,34.6,0.35,430,2.6,1386.0,,2023/7/24 15:00,2.64,733.3,1386
,33.5,0.52,430,4.3,1044.8,,2023/7/24 16:00,1.99,552.8,1044.75
,31.6,0.51,430,3.9,703.5,,2023/7/24 17:00,1.34,372.2,703.5
,30.7,0.51,430,3.2,351.8,,2023/7/24 18:00,0.67,186.1,351.75
,29.1,0.6,430,3.1,68.3,,2023/7/24 19:00,0.13,36.1,68.25
,27.9,0.69,430,2.9,0.0,,2023/7/24 20:00,0,0.0,0
,25.2,0.83,430,1.3,0.0,,2023/7/24 21:00,,0.0,0
,26.1,0.8,430,2.1,0.0,,2023/7/24 22:00,,0.0,0
,25.8,0.85,430,1.9,0.0,,2023/7/24 23:00,,0.0,0
,24.3,0.94,430,1.6,0.0,,2023/7/25 0:00,,0.0,0
,24,0.94,430,1.9,0.0,,2023/7/25 1:00,,0.0,0
,22.7,0.98,430,1.3,0.0,,2023/7/25 2:00,,0.0,0
,22.3,0.99,430,0.9,0.0,,2023/7/25 3:00,,0.0,0
,22.2,1,430,0.7,0.0,,2023/7/25 4:00,,0.0,0
,21.8,1,430,0.7,5.3,,2023/7/25 5:00,0.01,2.8,5.25
,23.6,1,430,1.2,162.8,,2023/7/25 6:00,0.31,86.1,162.75
,26.5,0.87,430,1.9,498.8,,2023/7/25 7:00,0.95,263.9,498.75
,28.3,0.77,430,1.9,892.5,,2023/7/25 8:00,1.7,472.2,892.5
,29.8,0.7,430,1,1233.8,,2023/7/25 9:00,2.35,652.8,1233.75
,31.2,0.61,430,1.2,1501.5,,2023/7/25 10:00,2.86,794.4,1501.5
,33,0.41,430,1,1664.3,,2023/7/25 11:00,3.17,880.6,1664.25
,34.8,0.38,430,1.4,1737.8,,2023/7/25 12:00,3.31,919.4,1737.75
,35.5,0.43,430,1.8,1737.8,,2023/7/25 13:00,3.31,919.4,1737.75
,35.5,0.4,430,2.1,1627.5,,2023/7/25 14:00,3.1,861.1,1627.5
,35.5,0.37,430,2,1370.3,,2023/7/25 15:00,2.61,725.0,1370.25
,34.1,0.51,430,3.9,1060.5,,2023/7/25 16:00,2.02,561.1,1060.5
,33,0.47,430,3.6,703.5,,2023/7/25 17:00,1.34,372.2,703.5
,31.5,0.45,430,3.6,346.5,,2023/7/25 18:00,0.66,183.3,346.5
,29.8,0.46,430,2.5,63.0,,2023/7/25 19:00,0.12,33.3,63
,28.2,0.68,430,2,0.0,,2023/7/25 20:00,0,0.0,0
,27.6,0.75,430,2.1,0.0,,2023/7/25 21:00,,0.0,0
,25.4,0.86,430,1.6,0.0,,2023/7/25 22:00,,0.0,0
,24.6,0.88,430,1.5,0.0,,2023/7/25 23:00,,0.0,0
,24.2,0.91,430,1.5,0.0,,2023/7/26 0:00,,0.0,0
,23.7,0.94,430,0.3,0.0,,2023/7/26 1:00,,0.0,0
,23.2,0.97,430,1.5,0.0,,2023/7/26 2:00,,0.0,0
,23,0.97,430,1.5,0.0,,2023/7/26 3:00,,0.0,0
,22.9,0.98,430,0.9,0.0,,2023/7/26 4:00,,0.0,0
,22.6,0.99,430,1.1,5.3,,2023/7/26 5:00,0.01,2.8,5.25
,23.9,0.96,430,0.3,152.3,,2023/7/26 6:00,0.29,80.6,152.25
,27.4,0.81,430,0.5,483.0,,2023/7/26 7:00,0.92,255.6,483
,28.9,0.72,430,0.8,861.0,,2023/7/26 8:00,1.64,455.6,861
,31.6,0.65,430,1,1197.0,,2023/7/26 9:00,2.28,633.3,1197
,32.4,0.51,430,1.4,1470.0,,2023/7/26 10:00,2.8,777.8,1470
,34.3,0.44,430,1.4,1659.0,,2023/7/26 11:00,3.16,877.8,1659
,35.1,0.45,430,1.4,1743.0,,2023/7/26 12:00,3.32,922.2,1743
,36,0.4,430,2.1,1706.3,,2023/7/26 13:00,3.25,902.8,1706.25
,36,0.39,430,2.2,1575.0,,2023/7/26 14:00,3,833.3,1575
,35.9,0.41,430,2.6,1344.0,,2023/7/26 15:00,2.56,711.1,1344
,34.7,0.48,430,3.9,1029.0,,2023/7/26 16:00,1.96,544.4,1029
,32.9,0.49,430,3.5,661.5,,2023/7/26 17:00,1.26,350.0,661.5
,31.3,0.5,430,3,204.8,,2023/7/26 18:00,0.39,108.3,204.75
,29.7,0.53,430,2.2,26.3,,2023/7/26 19:00,0.05,13.9,26.25
,28.8,0.57,430,2,0.0,,2023/7/26 20:00,0,0.0,0
,29.3,0.64,430,2.4,0.0,,2023/7/26 21:00,,0.0,0
,28.3,0.69,430,2.1,0.0,,2023/7/26 22:00,,0.0,0
,28,0.68,430,1.9,0.0,,2023/7/26 23:00,,0.0,0
,25.7,0.81,430,1.3,0.0,,2023/7/27 0:00,,0.0,0
,25.7,0.85,430,1.5,0.0,,2023/7/27 1:00,,0.0,0
,25.3,0.88,430,1.1,0.0,,2023/7/27 2:00,,0.0,0
,26.3,0.82,430,1.2,0.0,,2023/7/27 3:00,,0.0,0
,25.3,0.87,430,1.2,0.0,,2023/7/27 4:00,,0.0,0
,24.9,0.93,430,0.7,0.0,,2023/7/27 5:00,0,0.0,0
,26.3,0.85,430,1.5,99.8,,2023/7/27 6:00,0.19,52.8,99.75
,27.7,0.81,430,1.5,336.0,,2023/7/27 7:00,0.64,177.8,336
,29.6,0.75,430,1.4,782.3,,2023/7/27 8:00,1.49,413.9,782.25
,31.7,0.61,430,1.1,1155.0,,2023/7/27 9:00,2.2,611.1,1155
,32.5,0.54,430,1.3,1428.0,,2023/7/27 10:00,2.72,755.6,1428
,33.8,0.53,430,1.5,1617.0,,2023/7/27 11:00,3.08,855.6,1617
,35.3,0.5,430,2,1695.8,,2023/7/27 12:00,3.23,897.2,1695.75
,34.8,0.49,430,2.9,1580.3,,2023/7/27 13:00,3.01,836.1,1580.25
,34.9,0.45,430,3.5,1443.8,,2023/7/27 14:00,2.75,763.9,1443.75
,34.6,0.5,430,4.4,1270.5,,2023/7/27 15:00,2.42,672.2,1270.5
,34.2,0.49,430,4.1,1002.8,,2023/7/27 16:00,1.91,530.6,1002.75
,33,0.44,430,4.3,624.8,,2023/7/27 17:00,1.19,330.6,624.75
,31.6,0.61,430,3,162.8,,2023/7/27 18:00,0.31,86.1,162.75
,30.4,0.63,430,2.5,15.8,,2023/7/27 19:00,0.03,8.3,15.75
,29.4,0.68,430,2.6,0.0,,2023/7/27 20:00,0,0.0,0
,28.4,0.73,430,2.7,0.0,,2023/7/27 21:00,,0.0,0
,27.7,0.77,430,2.9,0.0,,2023/7/27 22:00,,0.0,0
,26.3,0.82,430,1.5,0.0,,2023/7/27 23:00,,0.0,0
,25.1,0.88,430,0.9,0.0,,2023/7/28 0:00,,0.0,0
,25.6,0.87,430,1.2,0.0,,2023/7/28 1:00,,0.0,0
,26.9,0.83,430,2.2,0.0,,2023/7/28 2:00,,0.0,0
,25.9,0.9,430,1.5,0.0,,2023/7/28 3:00,,0.0,0
,25.1,0.95,430,1.6,0.0,,2023/7/28 4:00,,0.0,0
,24.9,0.96,430,0.9,5.3,,2023/7/28 5:00,0.01,2.8,5.25
,26.6,0.9,430,1.3,147.0,,2023/7/28 6:00,0.28,77.8,147
,28.3,0.82,430,1.3,462.0,,2023/7/28 7:00,0.88,244.4,462
,29.2,0.78,430,0.6,656.3,,2023/7/28 8:00,1.25,347.2,656.25
,31,0.7,430,1.9,1128.8,,2023/7/28 9:00,2.15,597.2,1128.75
,32.5,0.63,430,1.7,1512.0,,2023/7/28 10:00,2.88,800.0,1512
,33.7,0.52,430,2.3,1648.5,,2023/7/28 11:00,3.14,872.2,1648.5
,33.8,0.48,430,2.4,1727.3,,2023/7/28 12:00,3.29,913.9,1727.25
,35.2,0.44,430,2.9,1706.3,,2023/7/28 13:00,3.25,902.8,1706.25
,35.6,0.5,430,3,1580.3,,2023/7/28 14:00,3.01,836.1,1580.25
,34.9,0.54,430,3.7,1349.3,,2023/7/28 15:00,2.57,713.9,1349.25
,33.5,0.54,430,4.7,1023.8,,2023/7/28 16:00,1.95,541.7,1023.75
,33.1,0.48,430,3.8,672.0,,2023/7/28 17:00,1.28,355.6,672
,31.4,0.47,430,2.9,178.5,,2023/7/28 18:00,0.34,94.4,178.5
,30,0.51,430,3.4,21.0,,2023/7/28 19:00,0.04,11.1,21
,28.7,0.63,430,2.8,0.0,,2023/7/28 20:00,0,0.0,0
,28,0.74,430,2.9,0.0,,2023/7/28 21:00,,0.0,0
,27.3,0.79,430,2.3,0.0,,2023/7/28 22:00,,0.0,0
,26.6,0.81,430,1.7,0.0,,2023/7/28 23:00,,0.0,0
,25.1,0.88,430,1.6,0.0,,2023/7/29 0:00,,0.0,0
,25.3,0.87,430,1.2,0.0,,2023/7/29 1:00,,0.0,0
,24.4,0.92,430,1.8,0.0,,2023/7/29 2:00,,0.0,0
,23.9,0.93,430,1.3,0.0,,2023/7/29 3:00,,0.0,0
,23.3,0.98,430,1.6,0.0,,2023/7/29 4:00,,0.0,0
,24,0.98,430,1.9,5.3,,2023/7/29 5:00,0.01,2.8,5.25
,26,0.86,430,1.6,157.5,,2023/7/29 6:00,0.3,83.3,157.5
,28,0.77,430,2.2,504.0,,2023/7/29 7:00,0.96,266.7,504
,29.4,0.69,430,2.7,876.8,,2023/7/29 8:00,1.67,463.9,876.75
,30.9,0.64,430,3.3,1223.3,,2023/7/29 9:00,2.33,647.2,1223.25
,32.2,0.6,430,2.9,1501.5,,2023/7/29 10:00,2.86,794.4,1501.5
,33,0.52,430,2.9,1695.8,,2023/7/29 11:00,3.23,897.2,1695.75
,33.9,0.46,430,3.9,1769.3,,2023/7/29 12:00,3.37,936.1,1769.25
,34.3,0.42,430,4.4,1753.5,,2023/7/29 13:00,3.34,927.8,1753.5
,35.6,0.35,430,3.2,1638.0,,2023/7/29 14:00,3.12,866.7,1638
,34.9,0.39,430,4,1407.0,,2023/7/29 15:00,2.68,744.4,1407
,34.4,0.44,430,4.2,1086.8,,2023/7/29 16:00,2.07,575.0,1086.75
,33.4,0.48,430,4.2,719.3,,2023/7/29 17:00,1.37,380.6,719.25
,31.1,0.55,430,3.1,304.5,,2023/7/29 18:00,0.58,161.1,304.5
,29.4,0.6,430,2.5,21.0,,2023/7/29 19:00,0.04,11.1,21
,28.1,0.71,430,2.7,0.0,,2023/7/29 20:00,0,0.0,0
,27.8,0.76,430,2.3,0.0,,2023/7/29 21:00,,0.0,0
,27.3,0.75,430,2.2,0.0,,2023/7/29 22:00,,0.0,0
,24.7,0.88,430,1.2,0.0,,2023/7/29 23:00,,0.0,0
,25.3,0.86,430,1.4,0.0,,2023/7/30 0:00,,0.0,0
,25.2,0.89,430,1.9,0.0,,2023/7/30 1:00,,0.0,0
,24.6,0.92,430,1.8,0.0,,2023/7/30 2:00,,0.0,0
,24.3,0.95,430,1.7,0.0,,2023/7/30 3:00,,0.0,0
,23.5,0.98,430,0.9,0.0,,2023/7/30 4:00,,0.0,0
,23.8,0.97,430,1.6,5.3,,2023/7/30 5:00,0.01,2.8,5.25
,25.7,0.91,430,2.1,157.5,,2023/7/30 6:00,0.3,83.3,157.5
,28.2,0.78,430,1.7,504.0,,2023/7/30 7:00,0.96,266.7,504
,29.4,0.69,430,1.5,876.8,,2023/7/30 8:00,1.67,463.9,876.75
,31.5,0.63,430,2.2,1223.3,,2023/7/30 9:00,2.33,647.2,1223.25
,32.8,0.57,430,1.7,1485.8,,2023/7/30 10:00,2.83,786.1,1485.75
,33.9,0.51,430,2.2,1659.0,,2023/7/30 11:00,3.16,877.8,1659
,35.5,0.52,430,3.2,1737.8,,2023/7/30 12:00,3.31,919.4,1737.75
,35.5,0.45,430,3.7,1711.5,,2023/7/30 13:00,3.26,905.6,1711.5
,36,0.44,430,3.1,1585.5,,2023/7/30 14:00,3.02,838.9,1585.5
,35.8,0.44,430,4.1,1359.8,,2023/7/30 15:00,2.59,719.4,1359.75
,34.7,0.46,430,4.1,1065.8,,2023/7/30 16:00,2.03,563.9,1065.75
,33.3,0.52,430,4.7,708.8,,2023/7/30 17:00,1.35,375.0,708.75
,31.4,0.62,430,3.8,341.3,,2023/7/30 18:00,0.65,180.6,341.25
,29.8,0.68,430,3.4,52.5,,2023/7/30 19:00,0.1,27.8,52.5
,29.2,0.71,430,4.6,0.0,,2023/7/30 20:00,0,0.0,0
,28.6,0.75,430,3.7,0.0,,2023/7/30 21:00,,0.0,0
,28.1,0.78,430,3.3,0.0,,2023/7/30 22:00,,0.0,0
,27.9,0.8,430,3.4,0.0,,2023/7/30 23:00,,0.0,0
,27.6,0.81,430,3.3,0.0,,2023/7/31 0:00,,0.0,0
,26.8,0.85,430,1.8,0.0,,2023/7/31 1:00,,0.0,0
,25.7,0.88,430,1.5,0.0,,2023/7/31 2:00,,0.0,0
,25.1,0.9,430,1.9,0.0,,2023/7/31 3:00,,0.0,0
,24.1,0.94,430,1.3,0.0,,2023/7/31 4:00,,0.0,0
,24.1,0.97,430,1.3,5.3,,2023/7/31 5:00,0.01,2.8,5.25
,25.6,0.94,430,0.7,152.3,,2023/7/31 6:00,0.29,80.6,152.25
,28.6,0.78,430,2,399.0,,2023/7/31 7:00,0.76,211.1,399
,30.1,0.72,430,2.5,614.3,,2023/7/31 8:00,1.17,325.0,614.25
,32,0.66,430,2.8,1113.0,,2023/7/31 9:00,2.12,588.9,1113
,32.4,0.64,430,2,1202.3,,2023/7/31 10:00,2.29,636.1,1202.25
,34.1,0.58,430,2.1,1386.0,,2023/7/31 11:00,2.64,733.3,1386
,34.9,0.53,430,4.2,1480.5,,2023/7/31 12:00,2.82,783.3,1480.5
,35.1,0.49,430,4.2,1648.5,,2023/7/31 13:00,3.14,872.2,1648.5
,35.1,0.51,430,4.6,1559.3,,2023/7/31 14:00,2.97,825.0,1559.25
,34.1,0.49,430,5,1349.3,,2023/7/31 15:00,2.57,713.9,1349.25
,32.2,0.57,430,4,771.8,,2023/7/31 16:00,1.47,408.3,771.75
,30.7,0.64,430,5.6,357.0,,2023/7/31 17:00,0.68,188.9,357
,30,0.65,430,4.7,162.8,,2023/7/31 18:00,0.31,86.1,162.75
,29.2,0.73,430,4,10.5,,2023/7/31 19:00,0.02,5.6,10.5
,28.8,0.76,430,3.1,0.0,,2023/7/31 20:00,0,0.0,0
,28.7,0.77,430,2.9,0.0,,2023/7/31 21:00,,0.0,0
