t,air_temperature,humidity,ambient_CO2,Wind,PARi,,,MJ/m2,W/m2,ppfd(1.89換算)
,28.3,0.79,430,3,0.0,,2023/7/31 22:00,,0.0,0
,28,0.81,430,1.9,0.0,,2023/7/31 23:00,,0.0,0
,27.3,0.84,430,1.4,0.0,,2023/8/1 0:00,,0.0,0
,27.3,0.84,430,1.6,0.0,,2023/8/1 1:00,,0.0,0
,27,0.85,430,1.5,0.0,,2023/8/1 2:00,,0.0,0
,26.8,0.85,430,1.4,0.0,,2023/8/1 3:00,,0.0,0
,26.6,0.87,430,1.1,0.0,,2023/8/1 4:00,,0.0,0
,25.9,0.92,430,0.9,0.0,,2023/8/1 5:00,0,0.0,0
,26.4,0.91,430,1.9,42.0,,2023/8/1 6:00,0.08,22.2,42
,27.3,0.88,430,2.1,152.3,,2023/8/1 7:00,0.29,80.6,152.25
,28,0.86,430,1.7,357.0,,2023/8/1 8:00,0.68,188.9,357
,29.3,0.8,430,1.1,588.0,,2023/8/1 9:00,1.12,311.1,588
,27.9,0.75,430,4,656.3,,2023/8/1 10:00,1.25,347.2,656.25
,25.4,0.8,430,2.4,493.5,,2023/8/1 11:00,0.94,261.1,493.5
,24.4,0.87,430,4.2,47.3,,2023/8/1 12:00,0.09,25.0,47.25
,22.9,0.96,430,2.3,84.0,,2023/8/1 13:00,0.16,44.4,84
,23.5,0.96,430,1.3,115.5,,2023/8/1 14:00,0.22,61.1,115.5
,23.4,0.97,430,1.1,94.5,,2023/8/1 15:00,0.18,50.0,94.5
,23.6,0.98,430,1.1,115.5,,2023/8/1 16:00,0.22,61.1,115.5
,25.6,0.81,430,0.8,330.8,,2023/8/1 17:00,0.63,175.0,330.75
,24.4,0.86,430,2.2,257.3,,2023/8/1 18:00,0.49,136.1,257.25
,23.3,0.91,430,1.9,10.5,,2023/8/1 19:00,0.02,5.6,10.5
,22.7,0.97,430,1.5,0.0,,2023/8/1 20:00,0,0.0,0
,22.8,0.97,430,0.7,0.0,,2023/8/1 21:00,,0.0,0
,23,0.96,430,1.4,0.0,,2023/8/1 22:00,,0.0,0
,22.5,0.98,430,1.7,0.0,,2023/8/1 23:00,,0.0,0
,22.3,0.99,430,0.7,0.0,,2023/8/2 0:00,,0.0,0
,22.4,0.99,430,1.2,0.0,,2023/8/2 1:00,,0.0,0
,23.5,0.98,430,1.5,0.0,,2023/8/2 2:00,,0.0,0
,23,0.99,430,0.7,0.0,,2023/8/2 3:00,,0.0,0
,23,1,430,1.1,0.0,,2023/8/2 4:00,,0.0,0
,23.2,0.99,430,1.8,5.3,,2023/8/2 5:00,0.01,2.8,5.25
,24.5,0.92,430,0.8,204.8,,2023/8/2 6:00,0.39,108.3,204.75
,26.6,0.76,430,1.2,661.5,,2023/8/2 7:00,1.26,350.0,661.5
,27.9,0.69,430,1.4,882.0,,2023/8/2 8:00,1.68,466.7,882
,29.6,0.69,430,2.4,1181.3,,2023/8/2 9:00,2.25,625.0,1181.25
,30.4,0.67,430,2,1401.8,,2023/8/2 10:00,2.67,741.7,1401.75
,31.6,0.64,430,2,1569.8,,2023/8/2 11:00,2.99,830.6,1569.75
,33,0.54,430,2.3,1753.5,,2023/8/2 12:00,3.34,927.8,1753.5
,33.1,0.55,430,2.8,1659.0,,2023/8/2 13:00,3.16,877.8,1659
,34,0.54,430,4.4,1569.8,,2023/8/2 14:00,2.99,830.6,1569.75
,34,0.49,430,4.1,1354.5,,2023/8/2 15:00,2.58,716.7,1354.5
,33.8,0.51,430,5.4,1034.3,,2023/8/2 16:00,1.97,547.2,1034.25
,32.8,0.51,430,4.3,719.3,,2023/8/2 17:00,1.37,380.6,719.25
,31,0.56,430,4,273.0,,2023/8/2 18:00,0.52,144.4,273
,29.4,0.65,430,3.7,21.0,,2023/8/2 19:00,0.04,11.1,21
,28.7,0.71,430,3.4,0.0,,2023/8/2 20:00,0,0.0,0
,27.9,0.74,430,2.7,0.0,,2023/8/2 21:00,,0.0,0
,27,0.81,430,2.4,0.0,,2023/8/2 22:00,,0.0,0
,26.7,0.84,430,2.2,0.0,,2023/8/2 23:00,,0.0,0
,26,0.88,430,1.9,0.0,,2023/8/3 0:00,,0.0,0
,26,0.9,430,1.9,0.0,,2023/8/3 1:00,,0.0,0
,26.9,0.87,430,2.5,0.0,,2023/8/3 2:00,,0.0,0
,26.6,0.88,430,1.9,0.0,,2023/8/3 3:00,,0.0,0
,26.5,0.89,430,1.9,0.0,,2023/8/3 4:00,,0.0,0
,24.9,0.96,430,1.3,5.3,,2023/8/3 5:00,0.01,2.8,5.25
,26.9,0.87,430,1.4,147.0,,2023/8/3 6:00,0.28,77.8,147
,28.5,0.8,430,2.5,493.5,,2023/8/3 7:00,0.94,261.1,493.5
,29.5,0.74,430,2.2,745.5,,2023/8/3 8:00,1.42,394.4,745.5
,31.1,0.65,430,3.5,1186.5,,2023/8/3 9:00,2.26,627.8,1186.5
,32.2,0.57,430,2.8,1480.5,,2023/8/3 10:00,2.82,783.3,1480.5
,33.6,0.54,430,3,1758.8,,2023/8/3 11:00,3.35,930.6,1758.75
,34.2,0.56,430,3.7,1407.0,,2023/8/3 12:00,2.68,744.4,1407
,34.1,0.52,430,3.7,1627.5,,2023/8/3 13:00,3.1,861.1,1627.5
,34,0.52,430,5.1,1585.5,,2023/8/3 14:00,3.02,838.9,1585.5
,33.8,0.53,430,5.8,1349.3,,2023/8/3 15:00,2.57,713.9,1349.25
,32.9,0.53,430,6.4,1039.5,,2023/8/3 16:00,1.98,550.0,1039.5
,32,0.58,430,5,682.5,,2023/8/3 17:00,1.3,361.1,682.5
,30.3,0.67,430,4,320.3,,2023/8/3 18:00,0.61,169.4,320.25
,29.1,0.72,430,2.8,42.0,,2023/8/3 19:00,0.08,22.2,42
,28.3,0.78,430,3.5,0.0,,2023/8/3 20:00,0,0.0,0
,28,0.79,430,2.8,0.0,,2023/8/3 21:00,,0.0,0
,27.9,0.78,430,2.7,0.0,,2023/8/3 22:00,,0.0,0
,27.3,0.85,430,2,0.0,,2023/8/3 23:00,,0.0,0
,26.6,0.84,430,1.2,0.0,,2023/8/4 0:00,,0.0,0
,26.1,0.85,430,1.5,0.0,,2023/8/4 1:00,,0.0,0
,25,0.92,430,1.5,0.0,,2023/8/4 2:00,,0.0,0
,24,0.96,430,1,0.0,,2023/8/4 3:00,,0.0,0
,23.8,0.98,430,1,0.0,,2023/8/4 4:00,,0.0,0
,23.6,0.99,430,1.2,0.0,,2023/8/4 5:00,0,0.0,0
,24.9,0.98,430,0.5,126.0,,2023/8/4 6:00,0.24,66.7,126
,28.1,0.79,430,0.8,451.5,,2023/8/4 7:00,0.86,238.9,451.5
,30.1,0.73,430,1.6,813.8,,2023/8/4 8:00,1.55,430.6,813.75
,31.4,0.68,430,1.4,1144.5,,2023/8/4 9:00,2.18,605.6,1144.5
,32.8,0.59,430,2.4,1401.8,,2023/8/4 10:00,2.67,741.7,1401.75
,34.2,0.58,430,2.1,1601.3,,2023/8/4 11:00,3.05,847.2,1601.25
,34.7,0.54,430,0.9,1575.0,,2023/8/4 12:00,3,833.3,1575
,35.8,0.48,430,1.1,1606.5,,2023/8/4 13:00,3.06,850.0,1606.5
,36.9,0.43,430,2.1,1407.0,,2023/8/4 14:00,2.68,744.4,1407
,35.1,0.49,430,3.5,782.3,,2023/8/4 15:00,1.49,413.9,782.25
,33,0.59,430,2,430.5,,2023/8/4 16:00,0.82,227.8,430.5
,28.1,0.76,430,3.2,126.0,,2023/8/4 17:00,0.24,66.7,126
,30.1,0.68,430,2.2,110.3,,2023/8/4 18:00,0.21,58.3,110.25
,29.1,0.72,430,1.4,42.0,,2023/8/4 19:00,0.08,22.2,42
,29.9,0.71,430,3.2,0.0,,2023/8/4 20:00,0,0.0,0
,28.9,0.77,430,3.1,0.0,,2023/8/4 21:00,,0.0,0
,28.5,0.8,430,2.3,0.0,,2023/8/4 22:00,,0.0,0
,27.7,0.83,430,1.7,0.0,,2023/8/4 23:00,,0.0,0
,26.1,0.92,430,0.7,0.0,,2023/8/5 0:00,,0.0,0
,27,0.85,430,1.9,0.0,,2023/8/5 1:00,,0.0,0
,25.3,0.95,430,0.7,0.0,,2023/8/5 2:00,,0.0,0
,24.8,0.96,430,1.1,0.0,,2023/8/5 3:00,,0.0,0
,24.8,0.97,430,1.7,0.0,,2023/8/5 4:00,,0.0,0
,24.6,0.98,430,0.9,0.0,,2023/8/5 5:00,0,0.0,0
,26.5,0.91,430,1,126.0,,2023/8/5 6:00,0.24,66.7,126
,28.9,0.83,430,1.8,451.5,,2023/8/5 7:00,0.86,238.9,451.5
,31,0.7,430,2.1,871.5,,2023/8/5 8:00,1.66,461.1,871.5
,32.1,0.65,430,2,1160.3,,2023/8/5 9:00,2.21,613.9,1160.25
,32.2,0.64,430,2.3,1260.0,,2023/8/5 10:00,2.4,666.7,1260
,33.7,0.56,430,2.5,1359.8,,2023/8/5 11:00,2.59,719.4,1359.75
,34.4,0.55,430,3.8,1585.5,,2023/8/5 12:00,3.02,838.9,1585.5
,34.6,0.5,430,4.9,1701.0,,2023/8/5 13:00,3.24,900.0,1701
,34.6,0.52,430,4.6,1480.5,,2023/8/5 14:00,2.82,783.3,1480.5
,33.8,0.51,430,5.8,1333.5,,2023/8/5 15:00,2.54,705.6,1333.5
,33.7,0.5,430,4.5,1008.0,,2023/8/5 16:00,1.92,533.3,1008
,32.9,0.53,430,4.3,651.0,,2023/8/5 17:00,1.24,344.4,651
,31.2,0.61,430,3.8,288.8,,2023/8/5 18:00,0.55,152.8,288.75
,29.8,0.71,430,3.7,36.8,,2023/8/5 19:00,0.07,19.4,36.75
,28.9,0.76,430,2.4,0.0,,2023/8/5 20:00,0,0.0,0
,28.3,0.79,430,1.6,0.0,,2023/8/5 21:00,,0.0,0
,28.3,0.77,430,3.1,0.0,,2023/8/5 22:00,,0.0,0
,28.1,0.8,430,3.5,0.0,,2023/8/5 23:00,,0.0,0
,27.9,0.82,430,3.4,0.0,,2023/8/6 0:00,,0.0,0
,27.7,0.82,430,3.6,0.0,,2023/8/6 1:00,,0.0,0
,26.8,0.84,430,1.9,0.0,,2023/8/6 2:00,,0.0,0
,26.2,0.89,430,1.6,0.0,,2023/8/6 3:00,,0.0,0
,26.4,0.89,430,1.4,0.0,,2023/8/6 4:00,,0.0,0
,25.5,0.93,430,1.8,0.0,,2023/8/6 5:00,0,0.0,0
,26.5,0.89,430,1.6,110.3,,2023/8/6 6:00,0.21,58.3,110.25
,28.5,0.8,430,2.1,430.5,,2023/8/6 7:00,0.82,227.8,430.5
,29.6,0.74,430,2.8,582.8,,2023/8/6 8:00,1.11,308.3,582.75
,29.8,0.69,430,3.3,861.0,,2023/8/6 9:00,1.64,455.6,861
,33.2,0.6,430,2.9,955.5,,2023/8/6 10:00,1.82,505.6,955.5
,32.6,0.56,430,4.1,1449.0,,2023/8/6 11:00,2.76,766.7,1449
,24.9,0.96,430,1.8,210.0,,2023/8/6 12:00,0.4,111.1,210
,30.6,0.73,430,1.9,976.5,,2023/8/6 13:00,1.86,516.7,976.5
,28.4,0.81,430,3.3,519.8,,2023/8/6 14:00,0.99,275.0,519.75
,30.3,0.75,430,2.7,787.5,,2023/8/6 15:00,1.5,416.7,787.5
,31.2,0.64,430,4.9,887.3,,2023/8/6 16:00,1.69,469.4,887.25
,29.5,0.73,430,4.4,430.5,,2023/8/6 17:00,0.82,227.8,430.5
,28.5,0.76,430,3.7,152.3,,2023/8/6 18:00,0.29,80.6,152.25
,28.1,0.81,430,3.1,36.8,,2023/8/6 19:00,0.07,19.4,36.75
,27.2,0.88,430,2.2,0.0,,2023/8/6 20:00,0,0.0,0
,26.9,0.85,430,2.5,0.0,,2023/8/6 21:00,,0.0,0
,26.4,0.89,430,2.4,0.0,,2023/8/6 22:00,,0.0,0
,26.4,0.9,430,2.3,0.0,,2023/8/6 23:00,,0.0,0
,26.2,0.91,430,1.8,0.0,,2023/8/7 0:00,,0.0,0
,25.8,0.92,430,1.9,0.0,,2023/8/7 1:00,,0.0,0
,25.6,0.92,430,1.8,0.0,,2023/8/7 2:00,,0.0,0
,24.6,0.97,430,1.1,0.0,,2023/8/7 3:00,,0.0,0
,24.9,0.94,430,1.7,0.0,,2023/8/7 4:00,,0.0,0
,25.2,0.94,430,1.9,0.0,,2023/8/7 5:00,0,0.0,0
,25.9,0.9,430,1.6,120.8,,2023/8/7 6:00,0.23,63.9,120.75
,27.8,0.82,430,2,462.0,,2023/8/7 7:00,0.88,244.4,462
,29.7,0.74,430,3.1,771.8,,2023/8/7 8:00,1.47,408.3,771.75
,30.5,0.73,430,3,1139.3,,2023/8/7 9:00,2.17,602.8,1139.25
,30.4,0.72,430,2.8,1076.3,,2023/8/7 10:00,2.05,569.4,1076.25
,31.7,0.65,430,3,1291.5,,2023/8/7 11:00,2.46,683.3,1291.5
,33,0.57,430,4.2,1380.8,,2023/8/7 12:00,2.63,730.6,1380.75
,32.7,0.61,430,3.5,1533.0,,2023/8/7 13:00,2.92,811.1,1533
,32.9,0.57,430,3.4,1065.8,,2023/8/7 14:00,2.03,563.9,1065.75
,32.6,0.58,430,3.3,803.3,,2023/8/7 15:00,1.53,425.0,803.25
,32.5,0.55,430,4.3,792.8,,2023/8/7 16:00,1.51,419.4,792.75
,30.9,0.6,430,3.6,357.0,,2023/8/7 17:00,0.68,188.9,357
,29.9,0.67,430,3.9,204.8,,2023/8/7 18:00,0.39,108.3,204.75
,28.7,0.75,430,3.5,26.3,,2023/8/7 19:00,0.05,13.9,26.25
,27.8,0.83,430,3.1,0.0,,2023/8/7 20:00,0,0.0,0
,27.3,0.88,430,2.4,0.0,,2023/8/7 21:00,,0.0,0
,27.1,0.89,430,1.5,0.0,,2023/8/7 22:00,,0.0,0
,26.9,0.9,430,1.3,0.0,,2023/8/7 23:00,,0.0,0
,26.5,0.92,430,1.2,0.0,,2023/8/8 0:00,,0.0,0
,26.2,0.95,430,1,0.0,,2023/8/8 1:00,,0.0,0
,26,0.94,430,1.8,0.0,,2023/8/8 2:00,,0.0,0
,26,0.95,430,1.9,0.0,,2023/8/8 3:00,,0.0,0
,25.3,0.91,430,2.2,0.0,,2023/8/8 4:00,,0.0,0
,25.2,0.97,430,2,0.0,,2023/8/8 5:00,0,0.0,0
,25.8,0.92,430,1.3,105.0,,2023/8/8 6:00,0.2,55.6,105
,27.6,0.88,430,1.6,514.5,,2023/8/8 7:00,0.98,272.2,514.5
,29.5,0.78,430,1.9,866.3,,2023/8/8 8:00,1.65,458.3,866.25
,28.9,0.77,430,2,1060.5,,2023/8/8 9:00,2.02,561.1,1060.5
,31.6,0.7,430,1.7,1160.3,,2023/8/8 10:00,2.21,613.9,1160.25
,32.2,0.62,430,1.5,1774.5,,2023/8/8 11:00,3.38,938.9,1774.5
,30.5,0.74,430,2.8,1018.5,,2023/8/8 12:00,1.94,538.9,1018.5
,30.9,0.71,430,3.1,1249.5,,2023/8/8 13:00,2.38,661.1,1249.5
,31.5,0.68,430,4,987.0,,2023/8/8 14:00,1.88,522.2,987
,30.9,0.72,430,2.5,582.8,,2023/8/8 15:00,1.11,308.3,582.75
,31.7,0.65,430,4.2,519.8,,2023/8/8 16:00,0.99,275.0,519.75
,30.9,0.67,430,3.6,677.3,,2023/8/8 17:00,1.29,358.3,677.25
,29.8,0.73,430,2.9,246.8,,2023/8/8 18:00,0.47,130.6,246.75
,28.8,0.78,430,2.9,15.8,,2023/8/8 19:00,0.03,8.3,15.75
,28.2,0.83,430,2.5,0.0,,2023/8/8 20:00,0,0.0,0
,27.8,0.87,430,2.8,0.0,,2023/8/8 21:00,,0.0,0
,27.4,0.89,430,2.3,0.0,,2023/8/8 22:00,,0.0,0
,27.5,0.9,430,1.8,0.0,,2023/8/8 23:00,,0.0,0
,27,0.92,430,1.6,0.0,,2023/8/9 0:00,,0.0,0
,26.6,0.93,430,1.5,0.0,,2023/8/9 1:00,,0.0,0
,26.3,0.95,430,1.2,0.0,,2023/8/9 2:00,,0.0,0
,26.6,0.95,430,1.6,0.0,,2023/8/9 3:00,,0.0,0
,26.7,0.95,430,1.4,0.0,,2023/8/9 4:00,,0.0,0
,26.4,0.93,430,1.6,0.0,,2023/8/9 5:00,0,0.0,0
,26.8,0.92,430,2.2,89.3,,2023/8/9 6:00,0.17,47.2,89.25
,27.4,0.88,430,2.9,262.5,,2023/8/9 7:00,0.5,138.9,262.5
,28.4,0.83,430,2.1,435.8,,2023/8/9 8:00,0.83,230.6,435.75
,30,0.76,430,4,530.3,,2023/8/9 9:00,1.01,280.6,530.25
,27.8,0.91,430,4.2,588.0,,2023/8/9 10:00,1.12,311.1,588
,30.6,0.77,430,3.8,1517.3,,2023/8/9 11:00,2.89,802.8,1517.25
,30.6,0.74,430,4.8,1265.3,,2023/8/9 12:00,2.41,669.4,1265.25
,31.7,0.77,430,3.7,971.3,,2023/8/9 13:00,1.85,513.9,971.25
,30.4,0.74,430,3.2,330.8,,2023/8/9 14:00,0.63,175.0,330.75
,30.1,0.77,430,3.7,294.0,,2023/8/9 15:00,0.56,155.6,294
,28.8,0.86,430,1.1,215.3,,2023/8/9 16:00,0.41,113.9,215.25
,27.1,0.95,430,2,147.0,,2023/8/9 17:00,0.28,77.8,147
,27.3,0.93,430,3.2,78.8,,2023/8/9 18:00,0.15,41.7,78.75
,27.4,0.93,430,2,15.8,,2023/8/9 19:00,0.03,8.3,15.75
,27.1,0.93,430,2.7,0.0,,2023/8/9 20:00,0,0.0,0
,26.8,0.91,430,3.9,0.0,,2023/8/9 21:00,,0.0,0
,26.5,0.93,430,1.7,0.0,,2023/8/9 22:00,,0.0,0
,26.4,0.94,430,1.7,0.0,,2023/8/9 23:00,,0.0,0
,26.1,0.95,430,1.3,0.0,,2023/8/10 0:00,,0.0,0
,25.9,0.95,430,1.2,0.0,,2023/8/10 1:00,,0.0,0
,25.7,0.96,430,1.4,0.0,,2023/8/10 2:00,,0.0,0
,25.9,0.96,430,1.4,0.0,,2023/8/10 3:00,,0.0,0
,25.5,0.95,430,1.4,0.0,,2023/8/10 4:00,,0.0,0
,25.2,0.95,430,1.4,0.0,,2023/8/10 5:00,0,0.0,0
,25.9,0.93,430,1.2,105.0,,2023/8/10 6:00,0.2,55.6,105
,27.6,0.84,430,2.8,451.5,,2023/8/10 7:00,0.86,238.9,451.5
,28.5,0.78,430,3.3,666.8,,2023/8/10 8:00,1.27,352.8,666.75
,29.5,0.68,430,2.6,966.0,,2023/8/10 9:00,1.84,511.1,966
,31.2,0.63,430,3,1155.0,,2023/8/10 10:00,2.2,611.1,1155
,31.5,0.57,430,3.9,1648.5,,2023/8/10 11:00,3.14,872.2,1648.5
,31.8,0.54,430,3.6,1454.3,,2023/8/10 12:00,2.77,769.4,1454.25
,33,0.52,430,4.1,1617.0,,2023/8/10 13:00,3.08,855.6,1617
,32.6,0.53,430,4.3,1281.0,,2023/8/10 14:00,2.44,677.8,1281
,31.9,0.56,430,3.9,1333.5,,2023/8/10 15:00,2.54,705.6,1333.5
,31.8,0.61,430,2.5,777.0,,2023/8/10 16:00,1.48,411.1,777
,30,0.68,430,3.1,357.0,,2023/8/10 17:00,0.68,188.9,357
,29.1,0.74,430,3.2,210.0,,2023/8/10 18:00,0.4,111.1,210
,28.4,0.75,430,2.5,31.5,,2023/8/10 19:00,0.06,16.7,31.5
,27.6,0.83,430,2.2,0.0,,2023/8/10 20:00,0,0.0,0
,27.4,0.86,430,1.5,0.0,,2023/8/10 21:00,,0.0,0
,26.9,0.9,430,1.6,0.0,,2023/8/10 22:00,,0.0,0
,26.6,0.92,430,1.1,0.0,,2023/8/10 23:00,,0.0,0
,26,0.95,430,1.6,0.0,,2023/8/11 0:00,,0.0,0
,25.8,0.97,430,1.3,0.0,,2023/8/11 1:00,,0.0,0
,25.6,0.97,430,1.3,0.0,,2023/8/11 2:00,,0.0,0
,25.2,0.97,430,1.8,0.0,,2023/8/11 3:00,,0.0,0
,25.1,0.99,430,1.7,0.0,,2023/8/11 4:00,,0.0,0
,24.8,0.99,430,1.5,0.0,,2023/8/11 5:00,0,0.0,0
,25.3,0.98,430,1.3,94.5,,2023/8/11 6:00,0.18,50.0,94.5
,26.5,0.95,430,1.8,346.5,,2023/8/11 7:00,0.66,183.3,346.5
,28,0.84,430,1.5,808.5,,2023/8/11 8:00,1.54,427.8,808.5
,28.7,0.77,430,2.9,892.5,,2023/8/11 9:00,1.7,472.2,892.5
,29.2,0.73,430,3,1086.8,,2023/8/11 10:00,2.07,575.0,1086.75
,30.2,0.66,430,2.8,1044.8,,2023/8/11 11:00,1.99,552.8,1044.75
,31.6,0.6,430,3.4,1449.0,,2023/8/11 12:00,2.76,766.7,1449
,32,0.58,430,3,1401.8,,2023/8/11 13:00,2.67,741.7,1401.75
,31.7,0.54,430,3.1,1438.5,,2023/8/11 14:00,2.74,761.1,1438.5
,31,0.6,430,3,1302.0,,2023/8/11 15:00,2.48,688.9,1302
,30.7,0.64,430,2.6,981.8,,2023/8/11 16:00,1.87,519.4,981.75
,29.2,0.67,430,3.8,593.3,,2023/8/11 17:00,1.13,313.9,593.25
,28.3,0.74,430,3.3,246.8,,2023/8/11 18:00,0.47,130.6,246.75
,27.4,0.8,430,1.7,31.5,,2023/8/11 19:00,0.06,16.7,31.5
,27,0.82,430,1.9,0.0,,2023/8/11 20:00,0,0.0,0
,26.4,0.87,430,1.8,0.0,,2023/8/11 21:00,,0.0,0
,26.1,0.87,430,1.4,0.0,,2023/8/11 22:00,,0.0,0
,25.8,0.88,430,1.4,0.0,,2023/8/11 23:00,,0.0,0
,24.7,0.94,430,1.2,0.0,,2023/8/12 0:00,,0.0,0
,25.3,0.87,430,1.6,0.0,,2023/8/12 1:00,,0.0,0
,24.7,0.89,430,0.9,0.0,,2023/8/12 2:00,,0.0,0
,24.6,0.94,430,1.3,0.0,,2023/8/12 3:00,,0.0,0
,24.8,0.91,430,1.5,0.0,,2023/8/12 4:00,,0.0,0
,24.4,0.94,430,1.2,0.0,,2023/8/12 5:00,0,0.0,0
,26,0.88,430,1.9,141.8,,2023/8/12 6:00,0.27,75.0,141.75
,27.8,0.79,430,0.4,351.8,,2023/8/12 7:00,0.67,186.1,351.75
,28.3,0.71,430,1,724.5,,2023/8/12 8:00,1.38,383.3,724.5
,29.4,0.68,430,0.8,798.0,,2023/8/12 9:00,1.52,422.2,798
,29.7,0.66,430,1.1,630.0,,2023/8/12 10:00,1.2,333.3,630
,31.7,0.62,430,1.7,1123.5,,2023/8/12 11:00,2.14,594.4,1123.5
,32,0.59,430,1,1438.5,,2023/8/12 12:00,2.74,761.1,1438.5
,31.9,0.59,430,1.7,1375.5,,2023/8/12 13:00,2.62,727.8,1375.5
,32.7,0.57,430,3.3,1538.3,,2023/8/12 14:00,2.93,813.9,1538.25
,31.6,0.62,430,3.4,1176.0,,2023/8/12 15:00,2.24,622.2,1176
,31.4,0.64,430,3.1,987.0,,2023/8/12 16:00,1.88,522.2,987
,30.7,0.66,430,3.2,630.0,,2023/8/12 17:00,1.2,333.3,630
,29.7,0.69,430,2.7,273.0,,2023/8/12 18:00,0.52,144.4,273
,28.8,0.74,430,2.6,26.3,,2023/8/12 19:00,0.05,13.9,26.25
,27.7,0.83,430,2.3,0.0,,2023/8/12 20:00,0,0.0,0
,26.4,0.88,430,1.6,0.0,,2023/8/12 21:00,,0.0,0
,26.1,0.9,430,1.8,0.0,,2023/8/12 22:00,,0.0,0
,25.7,0.93,430,1.8,0.0,,2023/8/12 23:00,,0.0,0
,25.7,0.94,430,1.8,0.0,,2023/8/13 0:00,,0.0,0
,25.5,0.95,430,1.4,0.0,,2023/8/13 1:00,,0.0,0
,25.7,0.94,430,1.5,0.0,,2023/8/13 2:00,,0.0,0
,25.5,0.95,430,1.7,0.0,,2023/8/13 3:00,,0.0,0
