t,air_temperature,humidity,ambient_CO2,Wind,PARi,,date
0,29.7,0.53,430,1.6,1858.5,,2023/7/23 12:00
1,30.5,0.53,430,2.3,1758.8,,2023/7/23 13:00
2,30.8,0.58,430,2.4,1606.5,,2023/7/23 14:00
3,30.7,0.6,430,3.9,1365,,2023/7/23 15:00
4,30.1,0.6,430,3.5,1060.5,,2023/7/23 16:00
5,29.6,0.62,430,2.8,708.8,,2023/7/23 17:00
6,28,0.65,430,3.3,346.5,,2023/7/23 18:00
7,26.3,0.69,430,3.4,63,,2023/7/23 19:00
8,25,0.73,430,2.4,0,,2023/7/23 20:00
9,23.9,0.82,430,2.1,0,,2023/7/23 21:00
10,23.7,0.85,430,2.6,0,,2023/7/23 22:00
11,23.2,0.88,430,1.9,0,,2023/7/23 23:00
12,21.7,0.95,430,1.3,0,,2023/7/24 0:00
13,21.4,0.98,430,1.2,0,,2023/7/24 1:00
14,21.1,0.99,430,0.9,0,,2023/7/24 2:00
15,20.7,1,430,0.9,0,,2023/7/24 3:00
16,20.5,1,430,1.2,0,,2023/7/24 4:00
17,20.6,1,430,0.4,5.3,,2023/7/24 5:00
18,21.9,1,430,0.1,157.5,,2023/7/24 6:00
19,25.3,0.87,430,0.5,504,,2023/7/24 7:00
20,26.5,0.76,430,1,855.8,,2023/7/24 8:00
21,28.3,0.68,430,1.6,1202.3,,2023/7/24 9:00
22,30.2,0.63,430,1.8,1443.8,,2023/7/24 10:00
23,31.7,0.55,430,1.9,1690.5,,2023/7/24 11:00
24,33,0.5,430,3.5,1748.3,,2023/7/24 12:00
25,34.2,0.37,430,3.5,1737.8,,2023/7/24 13:00
26,34.7,0.36,430,2.4,1611.8,,2023/7/24 14:00
27,34.6,0.35,430,2.6,1386,,2023/7/24 15:00
28,33.5,0.52,430,4.3,1044.8,,2023/7/24 16:00
29,31.6,0.51,430,3.9,703.5,,2023/7/24 17:00
30,30.7,0.51,430,3.2,351.8,,2023/7/24 18:00
31,29.1,0.6,430,3.1,68.3,,2023/7/24 19:00
32,27.9,0.69,430,2.9,0,,2023/7/24 20:00
33,25.2,0.83,430,1.3,0,,2023/7/24 21:00
34,26.1,0.8,430,2.1,0,,2023/7/24 22:00
35,25.8,0.85,430,1.9,0,,2023/7/24 23:00
36,24.3,0.94,430,1.6,0,,2023/7/25 0:00
37,24,0.94,430,1.9,0,,2023/7/25 1:00
38,22.7,0.98,430,1.3,0,,2023/7/25 2:00
39,22.3,0.99,430,0.9,0,,2023/7/25 3:00
40,22.2,1,430,0.7,0,,2023/7/25 4:00
41,21.8,1,430,0.7,5.3,,2023/7/25 5:00
42,23.6,1,430,1.2,162.8,,2023/7/25 6:00
43,26.5,0.87,430,1.9,498.8,,2023/7/25 7:00
44,28.3,0.77,430,1.9,892.5,,2023/7/25 8:00
45,29.8,0.7,430,1,1233.8,,2023/7/25 9:00
46,31.2,0.61,430,1.2,1501.5,,2023/7/25 10:00
47,33,0.41,430,1,1664.3,,2023/7/25 11:00
48,34.8,0.38,430,1.4,1737.8,,2023/7/25 12:00
49,35.5,0.43,430,1.8,1737.8,,2023/7/25 13:00
50,35.5,0.4,430,2.1,1627.5,,2023/7/25 14:00
51,35.5,0.37,430,2,1370.3,,2023/7/25 15:00
52,34.1,0.51,430,3.9,1060.5,,2023/7/25 16:00
53,33,0.47,430,3.6,703.5,,2023/7/25 17:00
54,31.5,0.45,430,3.6,346.5,,2023/7/25 18:00
55,29.8,0.46,430,2.5,63,,2023/7/25 19:00
56,28.2,0.68,430,2,0,,2023/7/25 20:00
57,27.6,0.75,430,2.1,0,,2023/7/25 21:00
58,25.4,0.86,430,1.6,0,,2023/7/25 22:00
59,24.6,0.88,430,1.5,0,,2023/7/25 23:00
60,24.2,0.91,430,1.5,0,,2023/7/26 0:00
61,23.7,0.94,430,0.3,0,,2023/7/26 1:00
62,23.2,0.97,430,1.5,0,,2023/7/26 2:00
63,23,0.97,430,1.5,0,,2023/7/26 3:00
64,22.9,0.98,430,0.9,0,,2023/7/26 4:00
65,22.6,0.99,430,1.1,5.3,,2023/7/26 5:00
66,23.9,0.96,430,0.3,152.3,,2023/7/26 6:00
67,27.4,0.81,430,0.5,483,,2023/7/26 7:00
68,28.9,0.72,430,0.8,861,,2023/7/26 8:00
69,31.6,0.65,430,1,1197,,2023/7/26 9:00
70,32.4,0.51,430,1.4,1470,,2023/7/26 10:00
71,34.3,0.44,430,1.4,1659,,2023/7/26 11:00
72,35.1,0.45,430,1.4,1743,,2023/7/26 12:00
73,36,0.4,430,2.1,1706.3,,2023/7/26 13:00
74,36,0.39,430,2.2,1575,,2023/7/26 14:00
75,35.9,0.41,430,2.6,1344,,2023/7/26 15:00
76,34.7,0.48,430,3.9,1029,,2023/7/26 16:00
77,32.9,0.49,430,3.5,661.5,,2023/7/26 17:00
78,31.3,0.5,430,3,204.8,,2023/7/26 18:00
79,29.7,0.53,430,2.2,26.3,,2023/7/26 19:00
80,28.8,0.57,430,2,0,,2023/7/26 20:00
81,29.3,0.64,430,2.4,0,,2023/7/26 21:00
82,28.3,0.69,430,2.1,0,,2023/7/26 22:00
83,28,0.68,430,1.9,0,,2023/7/26 23:00
84,25.7,0.81,430,1.3,0,,2023/7/27 0:00
85,25.7,0.85,430,1.5,0,,2023/7/27 1:00
86,25.3,0.88,430,1.1,0,,2023/7/27 2:00
87,26.3,0.82,430,1.2,0,,2023/7/27 3:00
88,25.3,0.87,430,1.2,0,,2023/7/27 4:00
89,24.9,0.93,430,0.7,0,,2023/7/27 5:00
90,26.3,0.85,430,1.5,99.8,,2023/7/27 6:00
91,27.7,0.81,430,1.5,336,,2023/7/27 7:00
92,29.6,0.75,430,1.4,782.3,,2023/7/27 8:00
93,31.7,0.61,430,1.1,1155,,2023/7/27 9:00
94,32.5,0.54,430,1.3,1428,,2023/7/27 10:00
95,33.8,0.53,430,1.5,1617,,2023/7/27 11:00
96,35.3,0.5,430,2,1695.8,,2023/7/27 12:00
97,34.8,0.49,430,2.9,1580.3,,2023/7/27 13:00
98,34.9,0.45,430,3.5,1443.8,,2023/7/27 14:00
99,34.6,0.5,430,4.4,1270.5,,2023/7/27 15:00
100,34.2,0.49,430,4.1,1002.8,,2023/7/27 16:00
101,33,0.44,430,4.3,624.8,,2023/7/27 17:00
102,31.6,0.61,430,3,162.8,,2023/7/27 18:00
103,30.4,0.63,430,2.5,15.8,,2023/7/27 19:00
104,29.4,0.68,430,2.6,0,,2023/7/27 20:00
105,28.4,0.73,430,2.7,0,,2023/7/27 21:00
106,27.7,0.77,430,2.9,0,,2023/7/27 22:00
107,26.3,0.82,430,1.5,0,,2023/7/27 23:00
108,25.1,0.88,430,0.9,0,,2023/7/28 0:00
109,25.6,0.87,430,1.2,0,,2023/7/28 1:00
110,26.9,0.83,430,2.2,0,,2023/7/28 2:00
111,25.9,0.9,430,1.5,0,,2023/7/28 3:00
112,25.1,0.95,430,1.6,0,,2023/7/28 4:00
113,24.9,0.96,430,0.9,5.3,,2023/7/28 5:00
114,26.6,0.9,430,1.3,147,,2023/7/28 6:00
115,28.3,0.82,430,1.3,462,,2023/7/28 7:00
116,29.2,0.78,430,0.6,656.3,,2023/7/28 8:00
117,31,0.7,430,1.9,1128.8,,2023/7/28 9:00
118,32.5,0.63,430,1.7,1512,,2023/7/28 10:00
119,33.7,0.52,430,2.3,1648.5,,2023/7/28 11:00
120,33.8,0.48,430,2.4,1727.3,,2023/7/28 12:00
121,35.2,0.44,430,2.9,1706.3,,2023/7/28 13:00
122,35.6,0.5,430,3,1580.3,,2023/7/28 14:00
123,34.9,0.54,430,3.7,1349.3,,2023/7/28 15:00
124,33.5,0.54,430,4.7,1023.8,,2023/7/28 16:00
125,33.1,0.48,430,3.8,672,,2023/7/28 17:00
126,31.4,0.47,430,2.9,178.5,,2023/7/28 18:00
127,30,0.51,430,3.4,21,,2023/7/28 19:00
128,28.7,0.63,430,2.8,0,,2023/7/28 20:00
129,28,0.74,430,2.9,0,,2023/7/28 21:00
130,27.3,0.79,430,2.3,0,,2023/7/28 22:00
131,26.6,0.81,430,1.7,0,,2023/7/28 23:00
132,25.1,0.88,430,1.6,0,,2023/7/29 0:00
133,25.3,0.87,430,1.2,0,,2023/7/29 1:00
134,24.4,0.92,430,1.8,0,,2023/7/29 2:00
135,23.9,0.93,430,1.3,0,,2023/7/29 3:00
136,23.3,0.98,430,1.6,0,,2023/7/29 4:00
137,24,0.98,430,1.9,5.3,,2023/7/29 5:00
138,26,0.86,430,1.6,157.5,,2023/7/29 6:00
139,28,0.77,430,2.2,504,,2023/7/29 7:00
140,29.4,0.69,430,2.7,876.8,,2023/7/29 8:00
141,30.9,0.64,430,3.3,1223.3,,2023/7/29 9:00
142,32.2,0.6,430,2.9,1501.5,,2023/7/29 10:00
143,33,0.52,430,2.9,1695.8,,2023/7/29 11:00
144,33.9,0.46,430,3.9,1769.3,,2023/7/29 12:00
145,34.3,0.42,430,4.4,1753.5,,2023/7/29 13:00
146,35.6,0.35,430,3.2,1638,,2023/7/29 14:00
147,34.9,0.39,430,4,1407,,2023/7/29 15:00
148,34.4,0.44,430,4.2,1086.8,,2023/7/29 16:00
149,33.4,0.48,430,4.2,719.3,,2023/7/29 17:00
150,31.1,0.55,430,3.1,304.5,,2023/7/29 18:00
151,29.4,0.6,430,2.5,21,,2023/7/29 19:00
152,28.1,0.71,430,2.7,0,,2023/7/29 20:00
153,27.8,0.76,430,2.3,0,,2023/7/29 21:00
154,27.3,0.75,430,2.2,0,,2023/7/29 22:00
155,24.7,0.88,430,1.2,0,,2023/7/29 23:00
156,25.3,0.86,430,1.4,0,,2023/7/30 0:00
157,25.2,0.89,430,1.9,0,,2023/7/30 1:00
158,24.6,0.92,430,1.8,0,,2023/7/30 2:00
159,24.3,0.95,430,1.7,0,,2023/7/30 3:00
160,23.5,0.98,430,0.9,0,,2023/7/30 4:00
161,23.8,0.97,430,1.6,5.3,,2023/7/30 5:00
162,25.7,0.91,430,2.1,157.5,,2023/7/30 6:00
163,28.2,0.78,430,1.7,504,,2023/7/30 7:00
164,29.4,0.69,430,1.5,876.8,,2023/7/30 8:00
165,31.5,0.63,430,2.2,1223.3,,2023/7/30 9:00
166,32.8,0.57,430,1.7,1485.8,,2023/7/30 10:00
167,33.9,0.51,430,2.2,1659,,2023/7/30 11:00
168,35.5,0.52,430,3.2,1737.8,,2023/7/30 12:00
169,35.5,0.45,430,3.7,1711.5,,2023/7/30 13:00
170,36,0.44,430,3.1,1585.5,,2023/7/30 14:00
171,35.8,0.44,430,4.1,1359.8,,2023/7/30 15:00
172,34.7,0.46,430,4.1,1065.8,,2023/7/30 16:00
173,33.3,0.52,430,4.7,708.8,,2023/7/30 17:00
174,31.4,0.62,430,3.8,341.3,,2023/7/30 18:00
175,29.8,0.68,430,3.4,52.5,,2023/7/30 19:00
176,29.2,0.71,430,4.6,0,,2023/7/30 20:00
177,28.6,0.75,430,3.7,0,,2023/7/30 21:00
178,28.1,0.78,430,3.3,0,,2023/7/30 22:00
179,27.9,0.8,430,3.4,0,,2023/7/30 23:00
180,27.6,0.81,430,3.3,0,,2023/7/31 0:00
181,26.8,0.85,430,1.8,0,,2023/7/31 1:00
182,25.7,0.88,430,1.5,0,,2023/7/31 2:00
183,25.1,0.9,430,1.9,0,,2023/7/31 3:00
184,24.1,0.94,430,1.3,0,,2023/7/31 4:00
185,24.1,0.97,430,1.3,5.3,,2023/7/31 5:00
186,25.6,0.94,430,0.7,152.3,,2023/7/31 6:00
187,28.6,0.78,430,2,399,,2023/7/31 7:00
188,30.1,0.72,430,2.5,614.3,,2023/7/31 8:00
189,32,0.66,430,2.8,1113,,2023/7/31 9:00
190,32.4,0.64,430,2,1202.3,,2023/7/31 10:00
191,34.1,0.58,430,2.1,1386,,2023/7/31 11:00
192,34.9,0.53,430,4.2,1480.5,,2023/7/31 12:00
193,35.1,0.49,430,4.2,1648.5,,2023/7/31 13:00
194,35.1,0.51,430,4.6,1559.3,,2023/7/31 14:00
195,34.1,0.49,430,5,1349.3,,2023/7/31 15:00
196,32.2,0.57,430,4,771.8,,2023/7/31 16:00
197,30.7,0.64,430,5.6,357,,2023/7/31 17:00
198,30,0.65,430,4.7,162.8,,2023/7/31 18:00
199,29.2,0.73,430,4,10.5,,2023/7/31 19:00
200,28.8,0.76,430,3.1,0,,2023/7/31 20:00
201,28.7,0.77,430,2.9,0,,2023/7/31 21:00
202,28.3,0.79,430,3,0,,2023/7/31 22:00
203,28,0.81,430,1.9,0,,2023/7/31 23:00
204,27.3,0.84,430,1.4,0,,2023/8/1 0:00
205,27.3,0.84,430,1.6,0,,2023/8/1 1:00
206,27,0.85,430,1.5,0,,2023/8/1 2:00
207,26.8,0.85,430,1.4,0,,2023/8/1 3:00
208,26.6,0.87,430,1.1,0,,2023/8/1 4:00
209,25.9,0.92,430,0.9,0,,2023/8/1 5:00
210,26.4,0.91,430,1.9,42,,2023/8/1 6:00
211,27.3,0.88,430,2.1,152.3,,2023/8/1 7:00
212,28,0.86,430,1.7,357,,2023/8/1 8:00
213,29.3,0.8,430,1.1,588,,2023/8/1 9:00
214,27.9,0.75,430,4,656.3,,2023/8/1 10:00
215,25.4,0.8,430,2.4,493.5,,2023/8/1 11:00
216,24.4,0.87,430,4.2,47.3,,2023/8/1 12:00
217,22.9,0.96,430,2.3,84,,2023/8/1 13:00
218,23.5,0.96,430,1.3,115.5,,2023/8/1 14:00
219,23.4,0.97,430,1.1,94.5,,2023/8/1 15:00
220,23.6,0.98,430,1.1,115.5,,2023/8/1 16:00
221,25.6,0.81,430,0.8,330.8,,2023/8/1 17:00
222,24.4,0.86,430,2.2,257.3,,2023/8/1 18:00
223,23.3,0.91,430,1.9,10.5,,2023/8/1 19:00
224,22.7,0.97,430,1.5,0,,2023/8/1 20:00
225,22.8,0.97,430,0.7,0,,2023/8/1 21:00
226,23,0.96,430,1.4,0,,2023/8/1 22:00
227,22.5,0.98,430,1.7,0,,2023/8/1 23:00
228,22.3,0.99,430,0.7,0,,2023/8/2 0:00
229,22.4,0.99,430,1.2,0,,2023/8/2 1:00
230,23.5,0.98,430,1.5,0,,2023/8/2 2:00
231,23,0.99,430,0.7,0,,2023/8/2 3:00
232,23,1,430,1.1,0,,2023/8/2 4:00
233,23.2,0.99,430,1.8,5.3,,2023/8/2 5:00
234,24.5,0.92,430,0.8,204.8,,2023/8/2 6:00
235,26.6,0.76,430,1.2,661.5,,2023/8/2 7:00
236,27.9,0.69,430,1.4,882,,2023/8/2 8:00
237,29.6,0.69,430,2.4,1181.3,,2023/8/2 9:00
238,30.4,0.67,430,2,1401.8,,2023/8/2 10:00
239,31.6,0.64,430,2,1569.8,,2023/8/2 11:00
240,33,0.54,430,2.3,1753.5,,2023/8/2 12:00
241,33.1,0.55,430,2.8,1659,,2023/8/2 13:00
242,34,0.54,430,4.4,1569.8,,2023/8/2 14:00
243,34,0.49,430,4.1,1354.5,,2023/8/2 15:00
244,33.8,0.51,430,5.4,1034.3,,2023/8/2 16:00
245,32.8,0.51,430,4.3,719.3,,2023/8/2 17:00
246,31,0.56,430,4,273,,2023/8/2 18:00
247,29.4,0.65,430,3.7,21,,2023/8/2 19:00
248,28.7,0.71,430,3.4,0,,2023/8/2 20:00
249,27.9,0.74,430,2.7,0,,2023/8/2 21:00
250,27,0.81,430,2.4,0,,2023/8/2 22:00
251,26.7,0.84,430,2.2,0,,2023/8/2 23:00
252,26,0.88,430,1.9,0,,2023/8/3 0:00
253,26,0.9,430,1.9,0,,2023/8/3 1:00
254,26.9,0.87,430,2.5,0,,2023/8/3 2:00
255,26.6,0.88,430,1.9,0,,2023/8/3 3:00
256,26.5,0.89,430,1.9,0,,2023/8/3 4:00
257,24.9,0.96,430,1.3,5.3,,2023/8/3 5:00
258,26.9,0.87,430,1.4,147,,2023/8/3 6:00
259,28.5,0.8,430,2.5,493.5,,2023/8/3 7:00
260,29.5,0.74,430,2.2,745.5,,2023/8/3 8:00
261,31.1,0.65,430,3.5,1186.5,,2023/8/3 9:00
262,32.2,0.57,430,2.8,1480.5,,2023/8/3 10:00
263,33.6,0.54,430,3,1758.8,,2023/8/3 11:00
264,34.2,0.56,430,3.7,1407,,2023/8/3 12:00
265,34.1,0.52,430,3.7,1627.5,,2023/8/3 13:00
266,34,0.52,430,5.1,1585.5,,2023/8/3 14:00
267,33.8,0.53,430,5.8,1349.3,,2023/8/3 15:00
268,32.9,0.53,430,6.4,1039.5,,2023/8/3 16:00
269,32,0.58,430,5,682.5,,2023/8/3 17:00
270,30.3,0.67,430,4,320.3,,2023/8/3 18:00
271,29.1,0.72,430,2.8,42,,2023/8/3 19:00
272,28.3,0.78,430,3.5,0,,2023/8/3 20:00
273,28,0.79,430,2.8,0,,2023/8/3 21:00
274,27.9,0.78,430,2.7,0,,2023/8/3 22:00
275,27.3,0.85,430,2,0,,2023/8/3 23:00
276,26.6,0.84,430,1.2,0,,2023/8/4 0:00
277,26.1,0.85,430,1.5,0,,2023/8/4 1:00
278,25,0.92,430,1.5,0,,2023/8/4 2:00
279,24,0.96,430,1,0,,2023/8/4 3:00
280,23.8,0.98,430,1,0,,2023/8/4 4:00
281,23.6,0.99,430,1.2,0,,2023/8/4 5:00
282,24.9,0.98,430,0.5,126,,2023/8/4 6:00
283,28.1,0.79,430,0.8,451.5,,2023/8/4 7:00
284,30.1,0.73,430,1.6,813.8,,2023/8/4 8:00
285,31.4,0.68,430,1.4,1144.5,,2023/8/4 9:00
286,32.8,0.59,430,2.4,1401.8,,2023/8/4 10:00
287,34.2,0.58,430,2.1,1601.3,,2023/8/4 11:00
288,34.7,0.54,430,0.9,1575,,2023/8/4 12:00
289,35.8,0.48,430,1.1,1606.5,,2023/8/4 13:00
290,36.9,0.43,430,2.1,1407,,2023/8/4 14:00
291,35.1,0.49,430,3.5,782.3,,2023/8/4 15:00
292,33,0.59,430,2,430.5,,2023/8/4 16:00
293,28.1,0.76,430,3.2,126,,2023/8/4 17:00
294,30.1,0.68,430,2.2,110.3,,2023/8/4 18:00
295,29.1,0.72,430,1.4,42,,2023/8/4 19:00
296,29.9,0.71,430,3.2,0,,2023/8/4 20:00
297,28.9,0.77,430,3.1,0,,2023/8/4 21:00
298,28.5,0.8,430,2.3,0,,2023/8/4 22:00
299,27.7,0.83,430,1.7,0,,2023/8/4 23:00
300,26.1,0.92,430,0.7,0,,2023/8/5 0:00
301,27,0.85,430,1.9,0,,2023/8/5 1:00
302,25.3,0.95,430,0.7,0,,2023/8/5 2:00
303,24.8,0.96,430,1.1,0,,2023/8/5 3:00
304,24.8,0.97,430,1.7,0,,2023/8/5 4:00
305,24.6,0.98,430,0.9,0,,2023/8/5 5:00
306,26.5,0.91,430,1,126,,2023/8/5 6:00
307,28.9,0.83,430,1.8,451.5,,2023/8/5 7:00
308,31,0.7,430,2.1,871.5,,2023/8/5 8:00
309,32.1,0.65,430,2,1160.3,,2023/8/5 9:00
310,32.2,0.64,430,2.3,1260,,2023/8/5 10:00
311,33.7,0.56,430,2.5,1359.8,,2023/8/5 11:00
312,34.4,0.55,430,3.8,1585.5,,2023/8/5 12:00
313,34.6,0.5,430,4.9,1701,,2023/8/5 13:00
314,34.6,0.52,430,4.6,1480.5,,2023/8/5 14:00
315,33.8,0.51,430,5.8,1333.5,,2023/8/5 15:00
316,33.7,0.5,430,4.5,1008,,2023/8/5 16:00
317,32.9,0.53,430,4.3,651,,2023/8/5 17:00
318,31.2,0.61,430,3.8,288.8,,2023/8/5 18:00
319,29.8,0.71,430,3.7,36.8,,2023/8/5 19:00
320,28.9,0.76,430,2.4,0,,2023/8/5 20:00
321,28.3,0.79,430,1.6,0,,2023/8/5 21:00
322,28.3,0.77,430,3.1,0,,2023/8/5 22:00
323,28.1,0.8,430,3.5,0,,2023/8/5 23:00
324,27.9,0.82,430,3.4,0,,2023/8/6 0:00
325,27.7,0.82,430,3.6,0,,2023/8/6 1:00
326,26.8,0.84,430,1.9,0,,2023/8/6 2:00
327,26.2,0.89,430,1.6,0,,2023/8/6 3:00
328,26.4,0.89,430,1.4,0,,2023/8/6 4:00
329,25.5,0.93,430,1.8,0,,2023/8/6 5:00
330,26.5,0.89,430,1.6,110.3,,2023/8/6 6:00
331,28.5,0.8,430,2.1,430.5,,2023/8/6 7:00
332,29.6,0.74,430,2.8,582.8,,2023/8/6 8:00
333,29.8,0.69,430,3.3,861,,2023/8/6 9:00
334,33.2,0.6,430,2.9,955.5,,2023/8/6 10:00
335,32.6,0.56,430,4.1,1449,,2023/8/6 11:00
336,24.9,0.96,430,1.8,210,,2023/8/6 12:00
337,30.6,0.73,430,1.9,976.5,,2023/8/6 13:00
338,28.4,0.81,430,3.3,519.8,,2023/8/6 14:00
339,30.3,0.75,430,2.7,787.5,,2023/8/6 15:00
340,31.2,0.64,430,4.9,887.3,,2023/8/6 16:00
341,29.5,0.73,430,4.4,430.5,,2023/8/6 17:00
342,28.5,0.76,430,3.7,152.3,,2023/8/6 18:00
343,28.1,0.81,430,3.1,36.8,,2023/8/6 19:00
344,27.2,0.88,430,2.2,0,,2023/8/6 20:00
345,26.9,0.85,430,2.5,0,,2023/8/6 21:00
346,26.4,0.89,430,2.4,0,,2023/8/6 22:00
347,26.4,0.9,430,2.3,0,,2023/8/6 23:00
348,26.2,0.91,430,1.8,0,,2023/8/7 0:00
349,25.8,0.92,430,1.9,0,,2023/8/7 1:00
350,25.6,0.92,430,1.8,0,,2023/8/7 2:00
351,24.6,0.97,430,1.1,0,,2023/8/7 3:00
352,24.9,0.94,430,1.7,0,,2023/8/7 4:00
353,25.2,0.94,430,1.9,0,,2023/8/7 5:00
354,25.9,0.9,430,1.6,120.8,,2023/8/7 6:00
355,27.8,0.82,430,2,462,,2023/8/7 7:00
356,29.7,0.74,430,3.1,771.8,,2023/8/7 8:00
357,30.5,0.73,430,3,1139.3,,2023/8/7 9:00
358,30.4,0.72,430,2.8,1076.3,,2023/8/7 10:00
359,31.7,0.65,430,3,1291.5,,2023/8/7 11:00
360,33,0.57,430,4.2,1380.8,,2023/8/7 12:00
361,32.7,0.61,430,3.5,1533,,2023/8/7 13:00
362,32.9,0.57,430,3.4,1065.8,,2023/8/7 14:00
363,32.6,0.58,430,3.3,803.3,,2023/8/7 15:00
364,32.5,0.55,430,4.3,792.8,,2023/8/7 16:00
365,30.9,0.6,430,3.6,357,,2023/8/7 17:00
366,29.9,0.67,430,3.9,204.8,,2023/8/7 18:00
367,28.7,0.75,430,3.5,26.3,,2023/8/7 19:00
368,27.8,0.83,430,3.1,0,,2023/8/7 20:00
369,27.3,0.88,430,2.4,0,,2023/8/7 21:00
370,27.1,0.89,430,1.5,0,,2023/8/7 22:00
371,26.9,0.9,430,1.3,0,,2023/8/7 23:00
372,26.5,0.92,430,1.2,0,,2023/8/8 0:00
373,26.2,0.95,430,1,0,,2023/8/8 1:00
374,26,0.94,430,1.8,0,,2023/8/8 2:00
375,26,0.95,430,1.9,0,,2023/8/8 3:00
376,25.3,0.91,430,2.2,0,,2023/8/8 4:00
377,25.2,0.97,430,2,0,,2023/8/8 5:00
378,25.8,0.92,430,1.3,105,,2023/8/8 6:00
379,27.6,0.88,430,1.6,514.5,,2023/8/8 7:00
380,29.5,0.78,430,1.9,866.3,,2023/8/8 8:00
381,28.9,0.77,430,2,1060.5,,2023/8/8 9:00
382,31.6,0.7,430,1.7,1160.3,,2023/8/8 10:00
383,32.2,0.62,430,1.5,1774.5,,2023/8/8 11:00
384,30.5,0.74,430,2.8,1018.5,,2023/8/8 12:00
385,30.9,0.71,430,3.1,1249.5,,2023/8/8 13:00
386,31.5,0.68,430,4,987,,2023/8/8 14:00
387,30.9,0.72,430,2.5,582.8,,2023/8/8 15:00
388,31.7,0.65,430,4.2,519.8,,2023/8/8 16:00
389,30.9,0.67,430,3.6,677.3,,2023/8/8 17:00
390,29.8,0.73,430,2.9,246.8,,2023/8/8 18:00
391,28.8,0.78,430,2.9,15.8,,2023/8/8 19:00
392,28.2,0.83,430,2.5,0,,2023/8/8 20:00
393,27.8,0.87,430,2.8,0,,2023/8/8 21:00
394,27.4,0.89,430,2.3,0,,2023/8/8 22:00
395,27.5,0.9,430,1.8,0,,2023/8/8 23:00
396,27,0.92,430,1.6,0,,2023/8/9 0:00
397,26.6,0.93,430,1.5,0,,2023/8/9 1:00
398,26.3,0.95,430,1.2,0,,2023/8/9 2:00
399,26.6,0.95,430,1.6,0,,2023/8/9 3:00
400,26.7,0.95,430,1.4,0,,2023/8/9 4:00
401,26.4,0.93,430,1.6,0,,2023/8/9 5:00
402,26.8,0.92,430,2.2,89.3,,2023/8/9 6:00
403,27.4,0.88,430,2.9,262.5,,2023/8/9 7:00
404,28.4,0.83,430,2.1,435.8,,2023/8/9 8:00
405,30,0.76,430,4,530.3,,2023/8/9 9:00
406,27.8,0.91,430,4.2,588,,2023/8/9 10:00
407,30.6,0.77,430,3.8,1517.3,,2023/8/9 11:00
408,30.6,0.74,430,4.8,1265.3,,2023/8/9 12:00
409,31.7,0.77,430,3.7,971.3,,2023/8/9 13:00
410,30.4,0.74,430,3.2,330.8,,2023/8/9 14:00
411,30.1,0.77,430,3.7,294,,2023/8/9 15:00
412,28.8,0.86,430,1.1,215.3,,2023/8/9 16:00
413,27.1,0.95,430,2,147,,2023/8/9 17:00
414,27.3,0.93,430,3.2,78.8,,2023/8/9 18:00
415,27.4,0.93,430,2,15.8,,2023/8/9 19:00
416,27.1,0.93,430,2.7,0,,2023/8/9 20:00
417,26.8,0.91,430,3.9,0,,2023/8/9 21:00
418,26.5,0.93,430,1.7,0,,2023/8/9 22:00
419,26.4,0.94,430,1.7,0,,2023/8/9 23:00
420,26.1,0.95,430,1.3,0,,2023/8/10 0:00
421,25.9,0.95,430,1.2,0,,2023/8/10 1:00
422,25.7,0.96,430,1.4,0,,2023/8/10 2:00
