t,air_temperature,humidity,ambient_CO2,Wind,PARi,,date
1258,24.6,0.96,430,1.1,0,,2023/9/13 22:00
1259,24.7,0.95,430,1.4,0,,2023/9/13 23:00
1260,25.1,0.95,430,1.5,0,,2023/9/14 0:00
1261,24.5,0.98,430,0.9,0,,2023/9/14 1:00
1262,23.7,0.99,430,1,0,,2023/9/14 2:00
1263,23.4,0.99,430,0.8,0,,2023/9/14 3:00
1264,23.6,1,430,1,0,,2023/9/14 4:00
1265,24.8,0.99,430,0.9,0,,2023/9/14 5:00
1266,25.2,0.98,430,1,21,,2023/9/14 6:00
1267,25.8,0.94,430,1,152.3,,2023/9/14 7:00
1268,27.9,0.83,430,1.4,640.5,,2023/9/14 8:00
1269,28.2,0.77,430,2.1,703.5,,2023/9/14 9:00
1270,29.7,0.69,430,2.5,803.3,,2023/9/14 10:00
1271,32,0.68,430,2.3,1018.5,,2023/9/14 11:00
1272,32.1,0.57,430,3.7,1569.8,,2023/9/14 12:00
1273,32.8,0.56,430,2.6,1506.8,,2023/9/14 13:00
1274,32.8,0.53,430,4.1,1281,,2023/9/14 14:00
1275,32.5,0.54,430,3.8,1086.8,,2023/9/14 15:00
1276,31.4,0.6,430,2.9,714,,2023/9/14 16:00
1277,30.3,0.66,430,2.9,325.5,,2023/9/14 17:00
1278,29,0.71,430,2.6,36.8,,2023/9/14 18:00
1279,28.1,0.78,430,2.6,0,,2023/9/14 19:00
1280,27.7,0.8,430,2.4,0,,2023/9/14 20:00
1281,26.9,0.85,430,1.8,0,,2023/9/14 21:00
1282,26.6,0.87,430,2,0,,2023/9/14 22:00
1283,25.3,0.94,430,1.1,0,,2023/9/14 23:00
1284,24.9,0.96,430,1.3,0,,2023/9/15 0:00
1285,24.3,0.97,430,0.9,0,,2023/9/15 1:00
1286,24,0.98,430,1.5,0,,2023/9/15 2:00
1287,25.1,0.95,430,1.5,0,,2023/9/15 3:00
1288,24.6,0.97,430,1.5,0,,2023/9/15 4:00
1289,24.4,0.98,430,1.3,0,,2023/9/15 5:00
1290,25,0.97,430,1.2,36.8,,2023/9/15 6:00
1291,26.9,0.9,430,0.8,273,,2023/9/15 7:00
1292,28.5,0.78,430,1.1,624.8,,2023/9/15 8:00
1293,30.4,0.7,430,1.8,971.3,,2023/9/15 9:00
1294,30.5,0.67,430,2.5,1181.3,,2023/9/15 10:00
1295,31,0.62,430,3,1207.5,,2023/9/15 11:00
1296,31.1,0.57,430,3.1,1380.8,,2023/9/15 12:00
1297,30,0.65,430,3,698.3,,2023/9/15 13:00
1298,30.7,0.64,430,3.9,1291.5,,2023/9/15 14:00
1299,30.5,0.64,430,4.1,918.8,,2023/9/15 15:00
1300,28.8,0.69,430,2.4,582.8,,2023/9/15 16:00
1301,28,0.74,430,2.8,210,,2023/9/15 17:00
1302,27.2,0.79,430,2.2,57.8,,2023/9/15 18:00
1303,26.8,0.82,430,1.9,0,,2023/9/15 19:00
1304,26.1,0.89,430,1.3,0,,2023/9/15 20:00
1305,26,0.91,430,1.4,0,,2023/9/15 21:00
1306,25.9,0.92,430,1.5,0,,2023/9/15 22:00
1307,25.9,0.93,430,1.5,0,,2023/9/15 23:00
1308,25.7,0.94,430,2.1,0,,2023/9/16 0:00
1309,25.5,0.94,430,1.7,0,,2023/9/16 1:00
1310,25,0.95,430,1.6,0,,2023/9/16 2:00
1311,25.2,0.91,430,2,0,,2023/9/16 3:00
1312,24.9,0.91,430,1.7,0,,2023/9/16 4:00
1313,23.6,0.97,430,0.8,0,,2023/9/16 5:00
1314,24.6,0.95,430,1,10.5,,2023/9/16 6:00
1315,25.5,0.9,430,1,89.3,,2023/9/16 7:00
1316,26.1,0.87,430,1.3,262.5,,2023/9/16 8:00
1317,27.1,0.85,430,1.3,509.3,,2023/9/16 9:00
1318,28,0.8,430,0.8,577.5,,2023/9/16 10:00
1319,29,0.75,430,1.5,950.3,,2023/9/16 11:00
1320,29.7,0.72,430,1.5,708.8,,2023/9/16 12:00
1321,30.5,0.69,430,1,903,,2023/9/16 13:00
1322,31.1,0.69,430,1.5,792.8,,2023/9/16 14:00
1323,31.8,0.66,430,2.5,934.5,,2023/9/16 15:00
1324,31.3,0.68,430,2.3,546,,2023/9/16 16:00
1325,30,0.76,430,2.4,288.8,,2023/9/16 17:00
1326,28.9,0.78,430,2.7,15.8,,2023/9/16 18:00
1327,28.5,0.8,430,2.6,0,,2023/9/16 19:00
1328,28.4,0.82,430,2.3,0,,2023/9/16 20:00
1329,28,0.82,430,1.9,0,,2023/9/16 21:00
1330,27.9,0.84,430,1.7,0,,2023/9/16 22:00
1331,26.5,0.93,430,1.3,0,,2023/9/16 23:00
1332,26.6,0.91,430,1.1,0,,2023/9/17 0:00
1333,25.9,0.96,430,1.4,0,,2023/9/17 1:00
1334,26.5,0.93,430,1.4,0,,2023/9/17 2:00
1335,26,0.94,430,1.8,0,,2023/9/17 3:00
1336,25.1,0.97,430,1.4,0,,2023/9/17 4:00
1337,24.8,0.99,430,1.2,0,,2023/9/17 5:00
1338,25.6,0.97,430,0.9,21,,2023/9/17 6:00
1339,26.5,0.91,430,1.3,199.5,,2023/9/17 7:00
1340,27.6,0.85,430,0.8,388.5,,2023/9/17 8:00
1341,28.6,0.81,430,1.5,535.5,,2023/9/17 9:00
1342,29,0.81,430,1.4,372.8,,2023/9/17 10:00
1343,30.3,0.76,430,1.6,735,,2023/9/17 11:00
1344,31.2,0.72,430,2.5,1013.3,,2023/9/17 12:00
1345,33.2,0.62,430,3.2,1302,,2023/9/17 13:00
1346,33.1,0.61,430,3.5,1281,,2023/9/17 14:00
1347,32.7,0.53,430,4.3,1039.5,,2023/9/17 15:00
1348,31.8,0.62,430,3.5,698.3,,2023/9/17 16:00
1349,30.5,0.67,430,3.8,330.8,,2023/9/17 17:00
1350,29.2,0.72,430,3.3,52.5,,2023/9/17 18:00
1351,28.4,0.75,430,2.8,0,,2023/9/17 19:00
1352,27.7,0.78,430,2.1,0,,2023/9/17 20:00
1353,27.7,0.77,430,2.8,0,,2023/9/17 21:00
1354,27.1,0.82,430,1.8,0,,2023/9/17 22:00
1355,26.9,0.86,430,2.7,0,,2023/9/17 23:00
1356,26.8,0.87,430,2.7,0,,2023/9/18 0:00
1357,26.8,0.86,430,2.1,0,,2023/9/18 1:00
1358,26.6,0.86,430,2.8,0,,2023/9/18 2:00
1359,25.3,0.94,430,1,0,,2023/9/18 3:00
1360,26.1,0.91,430,1.8,0,,2023/9/18 4:00
1361,25.1,0.95,430,1.3,0,,2023/9/18 5:00
1362,25.6,0.96,430,1.8,26.3,,2023/9/18 6:00
1363,27.8,0.84,430,3,278.3,,2023/9/18 7:00
1364,28,0.81,430,2.2,451.5,,2023/9/18 8:00
1365,28.5,0.77,430,3.3,572.3,,2023/9/18 9:00
1366,31.2,0.68,430,3.6,1097.3,,2023/9/18 10:00
1367,31.8,0.63,430,3.1,1454.3,,2023/9/18 11:00
1368,32.3,0.61,430,4.1,1312.5,,2023/9/18 12:00
1369,33,0.56,430,4.3,1380.8,,2023/9/18 13:00
1370,32.6,0.55,430,5.1,1296.8,,2023/9/18 14:00
1371,32.1,0.54,430,6,1034.3,,2023/9/18 15:00
1372,31.3,0.58,430,5,703.5,,2023/9/18 16:00
1373,29.9,0.62,430,4.6,341.3,,2023/9/18 17:00
1374,29.1,0.61,430,3.4,47.3,,2023/9/18 18:00
1375,28.2,0.69,430,2.6,0,,2023/9/18 19:00
1376,27.6,0.72,430,2.8,0,,2023/9/18 20:00
1377,26.9,0.77,430,2.5,0,,2023/9/18 21:00
1378,26.3,0.82,430,2.5,0,,2023/9/18 22:00
1379,25.5,0.84,430,1.5,0,,2023/9/18 23:00
1380,23.8,0.94,430,1.4,0,,2023/9/19 0:00
1381,23.6,0.96,430,1.4,0,,2023/9/19 1:00
1382,23.8,0.97,430,1.6,0,,2023/9/19 2:00
1383,23.4,0.97,430,1.1,0,,2023/9/19 3:00
1384,24,0.96,430,1.8,0,,2023/9/19 4:00
1385,23.9,0.97,430,1.9,0,,2023/9/19 5:00
1386,24,0.95,430,1.5,26.3,,2023/9/19 6:00
1387,25.6,0.88,430,1.1,278.3,,2023/9/19 7:00
1388,27.9,0.75,430,1.9,635.3,,2023/9/19 8:00
1389,29.1,0.7,430,2.3,929.3,,2023/9/19 9:00
1390,30,0.67,430,3.3,960.8,,2023/9/19 10:00
1391,31.4,0.6,430,2.5,1386,,2023/9/19 11:00
1392,32.5,0.58,430,2.6,1580.3,,2023/9/19 12:00
1393,32.5,0.56,430,3.7,1485.8,,2023/9/19 13:00
1394,32.4,0.58,430,4.1,1260,,2023/9/19 14:00
1395,31.9,0.6,430,4.2,1013.3,,2023/9/19 15:00
1396,31.1,0.64,430,4,682.5,,2023/9/19 16:00
1397,29.9,0.68,430,3.9,309.8,,2023/9/19 17:00
1398,28.8,0.74,430,4.3,42,,2023/9/19 18:00
1399,28,0.8,430,2.3,0,,2023/9/19 19:00
1400,27.8,0.82,430,2.5,0,,2023/9/19 20:00
1401,27.2,0.85,430,1.4,0,,2023/9/19 21:00
1402,26.3,0.89,430,1.8,0,,2023/9/19 22:00
1403,25.4,0.94,430,1.4,0,,2023/9/19 23:00
1404,25,0.95,430,1,0,,2023/9/20 0:00
1405,24.3,0.96,430,0.8,0,,2023/9/20 1:00
1406,24.4,0.96,430,1.5,0,,2023/9/20 2:00
1407,23.9,0.94,430,1.2,0,,2023/9/20 3:00
1408,23.9,0.95,430,1.8,0,,2023/9/20 4:00
1409,23.7,0.95,430,1,0,,2023/9/20 5:00
1410,23.5,0.98,430,0.9,36.8,,2023/9/20 6:00
1411,25.5,0.91,430,0.5,215.3,,2023/9/20 7:00
1412,26.9,0.85,430,0.7,472.5,,2023/9/20 8:00
1413,28.1,0.77,430,0.7,525,,2023/9/20 9:00
1414,29.5,0.7,430,2.2,1018.5,,2023/9/20 10:00
1415,30,0.65,430,0.9,1370.3,,2023/9/20 11:00
1416,30.8,0.63,430,0.7,1050,,2023/9/20 12:00
1417,30.1,0.69,430,1.5,698.3,,2023/9/20 13:00
1418,30.7,0.67,430,2.6,698.3,,2023/9/20 14:00
1419,28.8,0.74,430,3,456.8,,2023/9/20 15:00
1420,28.9,0.71,430,2.4,315,,2023/9/20 16:00
1421,28,0.75,430,3.3,120.8,,2023/9/20 17:00
1422,25.8,0.93,430,2.4,5.3,,2023/9/20 18:00
1423,25.1,0.9,430,2.3,0,,2023/9/20 19:00
1424,24.9,0.89,430,1.9,0,,2023/9/20 20:00
1425,25.1,0.89,430,2.4,0,,2023/9/20 21:00
1426,24.5,0.9,430,1.6,0,,2023/9/20 22:00
1427,24.1,0.93,430,2.1,0,,2023/9/20 23:00
1428,23.6,0.89,430,1.7,0,,2023/9/21 0:00
1429,22.8,0.98,430,0.9,0,,2023/9/21 1:00
1430,23.3,0.95,430,0.9,0,,2023/9/21 2:00
1431,23.1,0.97,430,0.7,0,,2023/9/21 3:00
1432,22.3,0.96,430,0.8,0,,2023/9/21 4:00
1433,22,0.95,430,0.7,0,,2023/9/21 5:00
1434,21.9,0.97,430,0.8,15.8,,2023/9/21 6:00
1435,24.3,0.84,430,1.2,173.3,,2023/9/21 7:00
1436,25.3,0.83,430,1.6,288.8,,2023/9/21 8:00
1437,25.7,0.85,430,1.4,336,,2023/9/21 9:00
1438,26,0.84,430,1.4,283.5,,2023/9/21 10:00
1439,27.8,0.84,430,1.8,551.3,,2023/9/21 11:00
1440,28.9,0.76,430,5,603.8,,2023/9/21 12:00
1441,29.2,0.74,430,6.1,939.8,,2023/9/21 13:00
1442,28.9,0.77,430,6.8,603.8,,2023/9/21 14:00
1443,29.4,0.76,430,6.7,546,,2023/9/21 15:00
1444,28.7,0.78,430,6.9,315,,2023/9/21 16:00
1445,28.1,0.81,430,6.8,136.5,,2023/9/21 17:00
1446,27.8,0.81,430,7.4,15.8,,2023/9/21 18:00
1447,27.9,0.82,430,7,0,,2023/9/21 19:00
1448,28.1,0.79,430,7.6,0,,2023/9/21 20:00
1449,27.9,0.82,430,6.9,0,,2023/9/21 21:00
1450,27.9,0.83,430,4.9,0,,2023/9/21 22:00
1451,28,0.81,430,3.1,0,,2023/9/21 23:00
1452,25,0.92,430,1.8,0,,2023/9/22 0:00
1453,24.4,0.97,430,0.8,0,,2023/9/22 1:00
1454,24.1,0.98,430,1.5,0,,2023/9/22 2:00
1455,24.1,0.98,430,1.3,0,,2023/9/22 3:00
1456,24,0.98,430,0.9,0,,2023/9/22 4:00
1457,23.8,0.99,430,0.7,0,,2023/9/22 5:00
1458,24,0.99,430,0.9,10.5,,2023/9/22 6:00
1459,24.2,0.98,430,1.2,57.8,,2023/9/22 7:00
1460,24.6,0.96,430,1,120.8,,2023/9/22 8:00
1461,25.6,0.9,430,0.4,267.8,,2023/9/22 9:00
1462,25.4,0.94,430,0.2,267.8,,2023/9/22 10:00
1463,25.6,0.9,430,2.2,294,,2023/9/22 11:00
1464,25.5,0.79,430,3.6,677.3,,2023/9/22 12:00
1465,25.7,0.8,430,2.8,808.5,,2023/9/22 13:00
1466,25.7,0.79,430,2.7,530.3,,2023/9/22 14:00
1467,25.7,0.78,430,3,530.3,,2023/9/22 15:00
1468,25.1,0.83,430,2.9,309.8,,2023/9/22 16:00
1469,24.9,0.82,430,2.9,110.3,,2023/9/22 17:00
1470,24.4,0.83,430,2.9,31.5,,2023/9/22 18:00
1471,23.7,0.9,430,2,0,,2023/9/22 19:00
1472,23.1,0.92,430,1.9,0,,2023/9/22 20:00
1473,22.5,0.96,430,0.9,0,,2023/9/22 21:00
1474,22.3,0.92,430,1.7,0,,2023/9/22 22:00
1475,22.2,0.99,430,0.4,0,,2023/9/22 23:00
1476,21.8,0.98,430,1.9,0,,2023/9/23 0:00
1477,21.2,0.97,430,2.8,0,,2023/9/23 1:00
1478,21.2,0.98,430,2.2,0,,2023/9/23 2:00
1479,20.8,0.97,430,2.5,0,,2023/9/23 3:00
1480,20.8,0.98,430,1.8,0,,2023/9/23 4:00
1481,20.7,0.98,430,2,0,,2023/9/23 5:00
1482,20.6,0.97,430,2.2,0,,2023/9/23 6:00
1483,20.7,0.97,430,2.1,21,,2023/9/23 7:00
1484,20.8,0.98,430,1.9,47.3,,2023/9/23 8:00
1485,20.8,0.98,430,1.6,136.5,,2023/9/23 9:00
1486,21.8,0.96,430,2.3,378,,2023/9/23 10:00
1487,22.2,0.93,430,2.4,483,,2023/9/23 11:00
1488,23.3,0.86,430,1.9,651,,2023/9/23 12:00
1489,23.8,0.79,430,3.1,687.8,,2023/9/23 13:00
1490,23.4,0.8,430,2.5,420,,2023/9/23 14:00
1491,23.9,0.78,430,2.7,346.5,,2023/9/23 15:00
1492,22.9,0.79,430,3.6,294,,2023/9/23 16:00
1493,22.1,0.82,430,1.7,94.5,,2023/9/23 17:00
1494,21.1,0.88,430,1.4,10.5,,2023/9/23 18:00
1495,21.1,0.9,430,1.9,0,,2023/9/23 19:00
1496,21.4,0.85,430,1.9,0,,2023/9/23 20:00
1497,19.8,0.86,430,1.7,0,,2023/9/23 21:00
1498,19.1,0.85,430,2.7,0,,2023/9/23 22:00
1499,18.7,0.81,430,2.8,0,,2023/9/23 23:00
1500,18.1,0.83,430,2.4,0,,2023/9/24 0:00
1501,19,0.8,430,2,0,,2023/9/24 1:00
1502,19.2,0.77,430,2.2,0,,2023/9/24 2:00
1503,18.7,0.84,430,1.6,0,,2023/9/24 3:00
1504,17.3,0.94,430,1.8,0,,2023/9/24 4:00
1505,17.2,0.9,430,1.9,0,,2023/9/24 5:00
1506,16.7,0.92,430,1.7,10.5,,2023/9/24 6:00
1507,19.3,0.71,430,2.3,157.5,,2023/9/24 7:00
1508,20.2,0.67,430,2.8,299.3,,2023/9/24 8:00
1509,22.9,0.58,430,4.2,698.3,,2023/9/24 9:00
1510,22.8,0.6,430,2.7,1118.3,,2023/9/24 10:00
1511,24.4,0.6,430,3.3,1039.5,,2023/9/24 11:00
1512,25.3,0.57,430,3.8,1449,,2023/9/24 12:00
1513,25.3,0.59,430,2.8,1176,,2023/9/24 13:00
1514,25.7,0.56,430,2.7,1312.5,,2023/9/24 14:00
1515,25.4,0.5,430,3.4,981.8,,2023/9/24 15:00
1516,24.3,0.56,430,3.8,682.5,,2023/9/24 16:00
1517,22.8,0.64,430,2.5,309.8,,2023/9/24 17:00
1518,21.7,0.69,430,3.3,31.5,,2023/9/24 18:00
1519,20.6,0.74,430,2.7,0,,2023/9/24 19:00
1520,19.9,0.77,430,2.5,0,,2023/9/24 20:00
1521,19.5,0.8,430,2.6,0,,2023/9/24 21:00
1522,19.6,0.79,430,2.7,0,,2023/9/24 22:00
1523,19.3,0.78,430,1.9,0,,2023/9/24 23:00
1524,17,0.89,430,1.6,0,,2023/9/25 0:00
1525,16.3,0.94,430,1.9,0,,2023/9/25 1:00
1526,15.9,0.95,430,1.6,0,,2023/9/25 2:00
1527,15.3,0.96,430,1.8,0,,2023/9/25 3:00
1528,15.5,0.95,430,1.3,0,,2023/9/25 4:00
1529,15.4,0.94,430,1.8,0,,2023/9/25 5:00
1530,15.3,0.93,430,1.9,15.8,,2023/9/25 6:00
1531,17.2,0.85,430,2.3,241.5,,2023/9/25 7:00
1532,20,0.75,430,1.4,572.3,,2023/9/25 8:00
1533,21.1,0.7,430,2,771.8,,2023/9/25 9:00
1534,21,0.71,430,1.6,325.5,,2023/9/25 10:00
1535,23.4,0.61,430,1.4,703.5,,2023/9/25 11:00
1536,24.6,0.53,430,2,1307.3,,2023/9/25 12:00
1537,26,0.51,430,2.3,1207.5,,2023/9/25 13:00
1538,26.4,0.47,430,2.7,1254.8,,2023/9/25 14:00
1539,26.1,0.58,430,2,645.8,,2023/9/25 15:00
1540,26,0.55,430,2.3,556.5,,2023/9/25 16:00
1541,24.1,0.65,430,1.7,257.3,,2023/9/25 17:00
1542,23.2,0.74,430,1.9,21,,2023/9/25 18:00
1543,22,0.82,430,1.5,0,,2023/9/25 19:00
1544,21.7,0.86,430,1.6,0,,2023/9/25 20:00
1545,21.1,0.89,430,1.5,0,,2023/9/25 21:00
1546,20.4,0.93,430,1.6,0,,2023/9/25 22:00
1547,19.4,0.97,430,1.5,0,,2023/9/25 23:00
1548,19,0.97,430,1.4,0,,2023/9/26 0:00
1549,18,0.99,430,1.1,0,,2023/9/26 1:00
1550,17.8,0.99,430,1.9,0,,2023/9/26 2:00
1551,18.1,1,430,1.2,0,,2023/9/26 3:00
1552,18.1,0.99,430,1.2,0,,2023/9/26 4:00
1553,18.3,0.98,430,1.6,0,,2023/9/26 5:00
1554,18.3,0.97,430,1.4,15.8,,2023/9/26 6:00
1555,20.3,0.91,430,0.9,204.8,,2023/9/26 7:00
1556,22.1,0.84,430,0.8,446.3,,2023/9/26 8:00
1557,24.3,0.74,430,1,687.8,,2023/9/26 9:00
1558,25.7,0.66,430,1.6,966,,2023/9/26 10:00
1559,25.7,0.65,430,0.9,913.5,,2023/9/26 11:00
1560,27,0.64,430,1.7,824.3,,2023/9/26 12:00
1561,27,0.62,430,1.5,1092,,2023/9/26 13:00
1562,26,0.7,430,1.1,530.3,,2023/9/26 14:00
1563,26,0.62,430,1.9,299.3,,2023/9/26 15:00
1564,26.3,0.55,430,1.7,288.8,,2023/9/26 16:00
1565,25.3,0.73,430,1.7,183.8,,2023/9/26 17:00
1566,23.5,0.8,430,1.2,31.5,,2023/9/26 18:00
1567,23,0.83,430,1.4,0,,2023/9/26 19:00
1568,22.3,0.85,430,1.6,0,,2023/9/26 20:00
1569,20.9,0.94,430,0.8,0,,2023/9/26 21:00
1570,21.3,0.91,430,1.6,0,,2023/9/26 22:00
1571,21.7,0.88,430,1.5,0,,2023/9/26 23:00
1572,20.9,0.95,430,1.2,0,,2023/9/27 0:00
1573,20.9,0.95,430,0.8,0,,2023/9/27 1:00
1574,20.8,0.95,430,0.9,0,,2023/9/27 2:00
1575,20.6,0.96,430,0.4,0,,2023/9/27 3:00
1576,20.6,0.97,430,1,0,,2023/9/27 4:00
1577,20.7,0.97,430,0.6,0,,2023/9/27 5:00
1578,20.8,0.97,430,0.4,5.3,,2023/9/27 6:00
1579,22,0.94,430,0.3,73.5,,2023/9/27 7:00
1580,23.1,0.83,430,0.9,262.5,,2023/9/27 8:00
1581,24.3,0.8,430,0.5,393.8,,2023/9/27 9:00
1582,24.9,0.8,430,0.6,472.5,,2023/9/27 10:00
1583,26.3,0.75,430,1,1029,,2023/9/27 11:00
1584,27.2,0.71,430,0.9,703.5,,2023/9/27 12:00
1585,29,0.59,430,1.8,876.8,,2023/9/27 13:00
1586,29.2,0.58,430,2.9,1118.3,,2023/9/27 14:00
1587,26.6,0.76,430,3.5,887.3,,2023/9/27 15:00
1588,25.5,0.79,430,2.8,556.5,,2023/9/27 16:00
1589,24.2,0.83,430,2.5,178.5,,2023/9/27 17:00
1590,23.6,0.85,430,3.2,10.5,,2023/9/27 18:00
1591,23.5,0.86,430,1.8,0,,2023/9/27 19:00
1592,23.1,0.88,430,2.4,0,,2023/9/27 20:00
1593,23.2,0.88,430,2,0,,2023/9/27 21:00
1594,23.2,0.88,430,2.3,0,,2023/9/27 22:00
1595,23.1,0.88,430,2.4,0,,2023/9/27 23:00
1596,23.1,0.88,430,2.1,0,,2023/9/28 0:00
1597,22.7,0.9,430,1.9,0,,2023/9/28 1:00
1598,22.7,0.9,430,1.8,0,,2023/9/28 2:00
1599,22.1,0.92,430,1.1,0,,2023/9/28 3:00
1600,22.1,0.92,430,0.8,0,,2023/9/28 4:00
1601,22.3,0.92,430,1,0,,2023/9/28 5:00
1602,22.1,0.93,430,1.4,5.3,,2023/9/28 6:00
1603,22.9,0.91,430,1.3,110.3,,2023/9/28 7:00
1604,23.5,0.9,430,0.2,157.5,,2023/9/28 8:00
1605,24.3,0.86,430,1.4,378,,2023/9/28 9:00
1606,25.6,0.85,430,1.4,514.5,,2023/9/28 10:00
1607,27.1,0.74,430,2.5,1013.3,,2023/9/28 11:00
1608,28.7,0.71,430,1,1013.3,,2023/9/28 12:00
1609,29.2,0.68,430,1.4,1002.8,,2023/9/28 13:00
1610,30.5,0.64,430,1.9,1191.8,,2023/9/28 14:00
1611,31,0.63,430,1.4,913.5,,2023/9/28 15:00
1612,30,0.69,430,1.3,567,,2023/9/28 16:00
1613,27.9,0.78,430,1.4,225.8,,2023/9/28 17:00
1614,26.2,0.86,430,1.7,21,,2023/9/28 18:00
1615,26.6,0.84,430,2.1,0,,2023/9/28 19:00
1616,25.7,0.87,430,1.8,0,,2023/9/28 20:00
1617,25.8,0.85,430,1.9,0,,2023/9/28 21:00
1618,25.2,0.89,430,1.8,0,,2023/9/28 22:00
1619,24.7,0.91,430,1.6,0,,2023/9/28 23:00
1620,23.4,0.97,430,0.7,0,,2023/9/29 0:00
1621,23.7,0.97,430,1.3,0,,2023/9/29 1:00
1622,23.7,0.96,430,0.6,0,,2023/9/29 2:00
1623,24.8,0.85,430,1.8,0,,2023/9/29 3:00
1624,23.9,0.79,430,1.7,0,,2023/9/29 4:00
1625,23.3,0.81,430,1.8,0,,2023/9/29 5:00
1626,23.3,0.82,430,1.3,10.5,,2023/9/29 6:00
1627,24.2,0.8,430,1.4,147,,2023/9/29 7:00
1628,25.7,0.73,430,2.7,430.5,,2023/9/29 8:00
1629,26.3,0.66,430,3,834.8,,2023/9/29 9:00
1630,27.5,0.61,430,2.4,908.3,,2023/9/29 10:00
1631,27.1,0.64,430,2.6,992.3,,2023/9/29 11:00
1632,27.2,0.65,430,2.7,882,,2023/9/29 12:00
1633,27.8,0.6,430,2.6,1018.5,,2023/9/29 13:00
1634,27.6,0.62,430,3.1,1181.3,,2023/9/29 14:00
1635,27.8,0.61,430,2.7,824.3,,2023/9/29 15:00
1636,26.9,0.61,430,2.4,378,,2023/9/29 16:00
1637,25.9,0.63,430,3.1,89.3,,2023/9/29 17:00
1638,25.1,0.66,430,1.9,15.8,,2023/9/29 18:00
1639,24,0.76,430,1.6,0,,2023/9/29 19:00
1640,23.5,0.79,430,1.8,0,,2023/9/29 20:00
1641,23.3,0.84,430,1.9,0,,2023/9/29 21:00
1642,22.7,0.88,430,1.5,0,,2023/9/29 22:00
1643,22.8,0.88,430,1.2,0,,2023/9/29 23:00
1644,23.4,0.83,430,1.6,0,,2023/9/30 0:00
1645,22.7,0.87,430,2.1,0,,2023/9/30 1:00
1646,22.9,0.87,430,1.4,0,,2023/9/30 2:00
1647,22.2,0.9,430,1.8,0,,2023/9/30 3:00
1648,22.5,0.89,430,1.9,0,,2023/9/30 4:00
1649,22.3,0.92,430,1.9,0,,2023/9/30 5:00
1650,22.1,0.89,430,2.1,10.5,,2023/9/30 6:00
1651,22.7,0.8,430,2,225.8,,2023/9/30 7:00
1652,24.1,0.75,430,2.8,598.5,,2023/9/30 8:00
1653,26.3,0.69,430,2.3,939.8,,2023/9/30 9:00
1654,26.6,0.69,430,2.5,861,,2023/9/30 10:00
1655,27.1,0.65,430,2.6,1139.3,,2023/9/30 11:00
1656,27.5,0.68,430,2.6,609,,2023/9/30 12:00
1657,26.2,0.71,430,2.4,682.5,,2023/9/30 13:00
1658,26.1,0.72,430,1.9,467.3,,2023/9/30 14:00
1659,27,0.7,430,2.1,897.8,,2023/9/30 15:00
1660,26.6,0.71,430,1.8,540.8,,2023/9/30 16:00
1661,25.3,0.78,430,2,173.3,,2023/9/30 17:00
1662,24.5,0.82,430,1.7,10.5,,2023/9/30 18:00
1663,23.9,0.85,430,1,0,,2023/9/30 19:00
1664,23.5,0.88,430,2.1,0,,2023/9/30 20:00
1665,23.3,0.89,430,1.3,0,,2023/9/30 21:00
1666,23.4,0.91,430,1.5,0,,2023/9/30 22:00
1667,23.2,0.93,430,1.6,0,,2023/9/30 23:00
1668,23.2,0.93,430,1.9,0,,
